,name,category,chain,chains,currentChainTvls
949,SMBSwap,Dexes,Binance,['BSC'],{'BSC': 19197.58006}
950,Solace,Insurance,Polygon,['Ethereum'],"{'Aurora-staking': 0, 'pool2': 0, 'Aurora-pool2': 0, 'Ethereum-pool2': 0, 'Ethereum': 0, 'Aurora': 0, 'Ethereum-staking': 0, 'Polygon': 0, 'Polygon-staking': 0, 'staking': 0}"
951,Clearpool,Uncollateralized Lending,Ethereum,['Ethereum'],"{'Polygon-borrowed': 77740.70413, 'Ethereum': 779339.46959, 'Ethereum-staking': 7301122.04728, 'Polygon': 63501.12291, 'Ethereum-borrowed': 2517414.91406, 'borrowed': 2595155.61819, 'staking': 7301122.04728}"
952,Hodltree,Lending,Ethereum,['Ethereum'],"{'Ethereum': 22989.44162, 'Polygon': 227.5699}"
953,Eklipse Finance,Dexes,Klaytn,['Klaytn'],"{'Klaytn-pool2': 48559.6951, 'pool2': 48559.6951, 'Klaytn-staking': 1409240.89177, 'Klaytn': 1852327.37762, 'staking': 1409240.89177}"
954,Folks Finance Lending,Lending,Algorand,['Algorand'],"{'Algorand-borrowed': 5460721.62607, 'Algorand': 15673646.73691, 'borrowed': 5460721.62607}"
955,ChampagneSwap,Dexes,Binance,['BSC'],"{'BSC': 529.39075, 'BSC-staking': 0, 'staking': 0}"
956,Luchadores,Gaming,Polygon,['Polygon'],"{'Polygon': 8766.3197, 'pool2': 2288.84556, 'Polygon-pool2': 2288.84556, 'Polygon-staking': 42690.66787, 'staking': 42690.66787}"
957,Pegasusdollar,Algo-Stables,Cronos,['Cronos'],"{'Cronos': 15413.02322, 'pool2': 26026.91302, 'Cronos-pool2': 26026.91302, 'Cronos-staking': 74.45323, 'staking': 74.45323}"
958,CGX Finance,Dexes,Cronos,['Cronos'],"{'Cronos': 74587.39078, 'pool2': 17331.17846, 'Cronos-pool2': 17331.17846, 'Cronos-staking': 22984.01598, 'staking': 22984.01598}"
959,Milky Cow,Algo-Stables,Milkomeda,['Milkomeda C1'],"{'Milkomeda C1-pool2': 8.07628, 'Milkomeda C1-staking': 45.6578, 'pool2': 8.07628, 'Milkomeda C1': 97.62029, 'staking': 45.6578}"
960,Oaswap,Dexes,Oasis,['Oasis'],{'Oasis': 2198.42327}
961,Neuronswap,Dexes,Klaytn,['Klaytn'],"{'Klaytn-staking': 0, 'Klaytn': 13650.72612, 'staking': 0}"
962,Versa Finance,Dexes,Astar,['Astar'],{'Astar': 23864.1821}
963,FunBeast,Dexes,Astar,['Astar'],{'Astar': 2432.40924}
964,Predy Finance,Derivatives,Arbitrum,['Arbitrum'],"{'Arbitrum-borrowed': 159.1077, 'Arbitrum': 23594.173, 'borrowed': 159.1077}"
965,Sirius Finance,Dexes,Astar,['Astar'],"{'Astar': 2810958.78217, 'Astar-staking': 23631.22275, 'staking': 23631.22275}"
966,Swappi,Dexes,Conflux,['Conflux'],{'Conflux': 24742495.12379}
967,Yeti Finance,CDP,Avalanche,['Avalanche'],"{'Avalanche': 16899980.92297, 'Avalanche-staking': 353320.80917, 'pool2': 310157.97877, 'Avalanche-pool2': 310157.97877, 'staking': 353320.80917}"
968,LlamaPay,Payments,Avalanche,['Ethereum'],"{'Optimism': 194683.45375, 'Metis': 11.04938, 'Gnosis-vesting': 23565.53503, 'Meter-vesting': 18156.702, 'Polygon-vesting': 9572.48923, 'Meter': 21349.918, 'Fantom-vesting': 3019244.45748, 'Avalanche-vesting': 34304.23884, 'BSC': 46782.48632, 'Ethereum': 2325958.35271, 'Gnosis': 34.29223, 'vesting': 199001530.62165, 'Avalanche': 102791.43173, 'Arbitrum': 116556.49427, 'Optimism-vesting': 2024.32826, 'BSC-vesting': 54100.18958, 'Fantom': 36836.88268, 'Ethereum-vesting': 149375157.32655, 'Polygon': 250624.68742, 'Arbitrum-vesting': 46465405.35467, 'Metis-vesting': 0}"
969,Blueshift,Dexes,Milkomeda,['Milkomeda C1'],"{'Kava': 101059.76201, 'Milkomeda C1': 1095093.03109, 'Milkomeda A1-staking': 603.01883, 'Milkomeda C1-staking': 409343.26722, 'Milkomeda A1': 144440.31581, 'staking': 409946.28605}"
970,Solv Protocol,NFT Marketplace,Ethereum,['Ethereum'],"{'BSC': 190119.68604, 'Ethereum': 4453728.81684, 'BSC-staking': 0, 'Ethereum-staking': 0, 'Polygon': 4.40162, 'Arbitrum': 0.08158, 'staking': 0}"
971,Milkydex,Dexes,Milkomeda,['Milkomeda C1'],{'Milkomeda C1': 3594.65394}
972,FairySwap,Dexes,Findora,['Findora'],{'Findora': 29851.19921}
973,Tarina,Dexes,Avalanche,['Avalanche'],{'Avalanche': 108528.11661}
974,Hydradex,Dexes,Hydra,['Hydra'],{'Hydra': 2321472.42464}
975,0xLend,Lending,Kucoin,['KCC'],"{'KCC': 852.29853, 'borrowed': 61492.02826, 'KCC-borrowed': 61492.02826}"
976,Timeswap V1,Lending,Polygon,['Polygon'],{'Polygon': 58389.03986}
977,Spartacus Exchange,Dexes,Fantom,['Fantom'],{'Fantom': 2593980.84413}
978,Orcus Finance,Algo-Stables,Astar,['Astar'],"{'Astar-pool2': 15686.25433, 'Astar': 11030.24463, 'pool2': 15686.25433, 'Astar-staking': 0, 'staking': 0}"
979,PuddingSwap,Dexes,Hoo,['Hoo'],{'Hoo': 0}
980,Klayportal,Staking,Klaytn,['Klaytn'],{'Klaytn': 4200536.18924}
981,Dual Finance,Options Vault,Solana,['Solana'],{'Solana': 556959.19752}
982,SmartCredit,Lending,Ethereum,['Ethereum'],"{'Ethereum': 760509.41833, 'Ethereum-staking': 672694.33211, 'Ethereum-borrowed': 240057.162, 'borrowed': 240057.162, 'staking': 672694.33211}"
983,Olive,Options Vault,Polygon,['Ethereum'],"{'Ethereum': 1978452.32227, 'Polygon': 567337.75633, 'Arbitrum': 1358343.98188}"
984,GARD,CDP,Algorand,['Algorand'],"{'Algorand-treasury': 23500.87403, 'Algorand': 4594654.75022, 'Algorand-staking': 434282.90265, 'treasury': 23500.87403, 'staking': 434282.90265}"
985,HaloFi,Services,Celo,['Polygon'],"{'Polygon': 207294.75488, 'Celo': 174339.03227}"
986,Sienna Network,Privacy,Secret,['Secret'],"{'Secret': 3642672.50389, 'Secret-staking': 1096927.13669, 'borrowed': 225906.69438, 'Secret-borrowed': 225906.69438, 'staking': 1096927.13669}"
987,Spectrumswap,Farm,Binance,['BSC'],"{'BSC': 544.46797, 'BSC-staking': 2.8211, 'pool2': 3.04523, 'BSC-pool2': 3.04523, 'staking': 2.8211}"
988,Cronus Finance,Dexes,Evmos,['Evmos'],{'Evmos': 49235.58123}
989,Diffusion Finance,Dexes,Evmos,['Evmos'],"{'Evmos': 228555.66034, 'Evmos-staking': 358125.706, 'staking': 358125.706}"
990,Pandora Swap,Dexes,Astar,['Astar'],{'Astar': 394.28021}
991,Wombat Exchange,Dexes,Binance,['BSC'],"{'BSC': 42316001.6119, 'BSC-staking': 7927738.61609, 'staking': 7927738.61609}"
992,AGS Finance,Dexes,Astar,['Astar'],{'Astar': 3627.97491}
993,Yumiswap,Dexes,Astar,['Astar'],{'Astar': 1824.43113}
994,Bao Masterchef V1,Farm,Ethereum,['Ethereum'],"{'Ethereum': 1519275.035, 'Gnosis': 101840.78807}"
995,Vortex Protocol,Dexes,Tezos,['Tezos'],"{'Tezos-staking': 48329.56843, 'Tezos': 188057.54281, 'staking': 48329.56843}"
996,AstridDAO,CDP,Astar,['Astar'],{'Astar': 5434011.68644}
997,Fenrir Finance,Lending,Binance,['BSC'],"{'BSC': 760.59419, 'BSC-borrowed': 27.82824, 'borrowed': 27.82824}"
998,EvmoSwap,Dexes,Evmos,['Evmos'],{'Evmos': 74791.11864}
999,Duet Protocol,Synthetics,Binance,['BSC'],{}
1000,Hummus Exchange,Dexes,Metis,['Metis'],"{'Metis': 8758916.58443, 'Metis-staking': 1339923.93286, 'staking': 1339923.93286}"
1001,North Pole,CDP,Avalanche,['Avalanche'],{'Avalanche': 1921.26634}
1002,ADAO,Staking,Astar,['Astar'],"{'Astar': 103655.9821, 'Astar-treasury': 6848.81664, 'treasury': 6848.81664}"
1003,Kokoa Finance,CDP,Klaytn,['Klaytn'],"{'Klaytn-pool2': 586958.71999, 'pool2': 586958.71999, 'Klaytn-staking': 741190.75943, 'Klaytn': 4697602.10229, 'staking': 741190.75943}"
1004,KronosDAO,Reserve Currency,Binance,['BSC'],"{'BSC': 3201.96265, 'BSC-staking': 9.06461, 'staking': 9.06461}"
1005,KungFuu,Staking,Fantom,['Fantom'],{'Fantom': 6160.48518}
1006,Pegasus Finance,Derivatives,Optimism,['Optimism'],{'Optimism': 1082.27349}
1007,Meshswap,Dexes,Polygon,['Polygon'],"{'Polygon': 21903002.11294, 'Polygon-staking': 2062166.3653, 'staking': 2062166.3653}"
1008,Astarnova,Dexes,Astar,['Astar'],{'Astar': 62.27844}
1009,BlockNG,Dexes,SmartBCH,['smartBCH'],"{'smartBCH-staking': 210885.4954, 'smartBCH-pool2': 83497.73391, 'pool2': 83497.73391, 'smartBCH': 758695.84336, 'staking': 210885.4954}"
1010,Goblins Cash,Reserve Currency,SmartBCH,['smartBCH'],"{'smartBCH-staking': 109122.75644, 'smartBCH': 30946.6449, 'staking': 109122.75644}"
1011,HonkSwap,Dexes,SmartBCH,['smartBCH'],{'smartBCH': 854.35772}
1012,Verse,Dexes,SmartBCH,['Ethereum'],"{'Ethereum': 7785444.92438, 'smartBCH': 31565.27176}"
1013,LNS,Dexes,SmartBCH,['smartBCH'],"{'smartBCH-staking': 46051.31788, 'smartBCH': 0, 'staking': 46051.31788}"
1014,EmberSwap,Dexes,SmartBCH,['smartBCH'],"{'smartBCH-staking': 6114.39371, 'smartBCH': 1655.9391, 'staking': 6114.39371}"
1015,BCHPad,Launchpad,SmartBCH,['smartBCH'],"{'smartBCH-staking': 0, 'smartBCH-pool2': 202.73266, 'pool2': 202.73266, 'smartBCH': 0.06848, 'staking': 0}"
1016,Starbank,Dexes,Astar,['Astar'],{'Astar': 463.70613}
1017,Kinesis Labs,Dexes,Evmos,['Evmos'],{'Evmos': 18676.346}
1018,CryptoSwap,Dexes,Binance,['BSC'],{'BSC': 9387.81141}
1019,CatsLuck,Prediction Market,smartBCH,['smartBCH'],{'smartBCH': 5670.28322}
1020,Ferro,Dexes,Cronos,['Cronos'],{'Cronos': 36499262.50255}
1021,Nest Protocol Staking,Oracle,Ethereum,['KCC'],"{'KCC': 0, 'BSC': 0, 'Ethereum': 0, 'BSC-staking': 770266.68357, 'KCC-staking': 0, 'Ethereum-staking': 49945121.80123, 'Polygon': 0, 'Polygon-staking': 0, 'staking': 50715388.4848}"
1022,Dystopia,Dexes,Polygon,['Polygon'],{'Polygon': 737358.45359}
1023,SpaceFi,Dexes,Evmos,['Evmos'],{'Evmos': 1003975.64219}
1024,UniCrypt,Launchpad,Ethereum,['Ethereum'],"{'pool2': 1836163.21353, 'Gnosis-pool2': 0, 'BSC-pool2': 283191.18702, 'Ethereum-pool2': 1552972.02651, 'BSC': 107435402.14915, 'Ethereum': 119069044.20271, 'Gnosis': 1870.66819, 'Avalanche': 13819.79833, 'Ethereum-staking': 7723822.87734, 'Polygon': 4697993.45772, 'staking': 7723822.87734}"
1025,Koyo Finance,Dexes,Boba,['Boba'],"{'Boba': 1146.62254, 'Boba-staking': 0, 'staking': 0}"
1026,BNPL Pay,Lending,Ethereum,['Ethereum'],"{'Ethereum': 5313.34755, 'Ethereum-staking': 23643.49537, 'Ethereum-borrowed': 1043715.8, 'borrowed': 1043715.8, 'staking': 23643.49537}"
1027,xWeowns,Yield,Lachain,['Lachain'],{'Lachain': 39393.49235}
1028,KDSwap,Dexes,Kadena,['Kadena'],{'Kadena': 367989.72595}
1029,Arch Ethereum Web3,Indexes,Ethereum,['Ethereum'],{'Ethereum': 230586.09182}
1030,ApolloX,Derivatives,Binance,['BSC'],"{'pool2': 3307162.4468, 'BSC-pool2': 3307162.4468, 'BSC': 32444228.66113, 'Ethereum': 1864072.08384, 'BSC-staking': 10834288.7162, 'Arbitrum': 253911.17158, 'staking': 10834288.7162}"
1031,BendDAO Lending,NFT Lending,Ethereum,['Ethereum'],"{'pool2': 3142156.85794, 'Ethereum-pool2': 3142156.85794, 'Ethereum': 176566862.21712, 'Ethereum-staking': 21320550.40354, 'Ethereum-borrowed': 49275076.45586, 'borrowed': 49275076.45586, 'staking': 21320550.40354}"
1032,EcoDeFi,Lending,Binance,['BSC'],"{'BSC': 13629.21627, 'BSC-staking': 46.70518, 'BSC-borrowed': 38752.35003, 'borrowed': 38752.35003, 'staking': 46.70518}"
1033,Infinity Pad,Launchpad,Binance,['Celo'],"{'pool2': 0, 'BSC-pool2': 0, 'BSC': 1709.93546, 'BSC-staking': 3256.46175, 'Celo': 2411.44874, 'Fuse': 0, 'staking': 3256.46175}"
1034,Pandora,Dexes,Binance,['BSC'],{'BSC': 2549395.59211}
1035,Oswap AMM,Dexes,Obyte,['Obyte'],{'Obyte': 266882.13444}
1036,Coslend,Lending,Evmos,['Evmos'],"{'Evmos': 26380.00034, 'borrowed': 8060.42685, 'Evmos-borrowed': 8060.42685}"
1037,SteakHut,Farm,Avalanche,['Avalanche'],"{'Avalanche': 144285.989, 'Avalanche-staking': 0, 'staking': 0}"
1038,MilkyWay,Lending,Milkomeda,['Milkomeda C1'],"{'Milkomeda C1-borrowed': 290.38115, 'Milkomeda C1': 20.13686, 'borrowed': 290.38115}"
1039,Ladex Exchange,Dexes,Lachain,['Lachain'],{'Lachain': 47616.06406}
1040,Credix,RWA Lending,Solana,['Solana'],"{'Solana-borrowed': 32937243.61609, 'Solana': 86035.96711, 'borrowed': 32937243.61609}"
1041,Invariant,Dexes,Solana,['Solana'],{}
1042,Kokonut Swap,Dexes,Klaytn,['Klaytn'],"{'Klaytn-staking': 242576.46298, 'Klaytn': 4975361.29118, 'staking': 242576.46298}"
1043,Foodcourt,Dexes,REIchain,['BSC'],"{'BSC': 73927.06361, 'REIchain': 35367.68394}"
1044,Bwatch,Services,Mixin,['Mixin'],{'Mixin': 273362460.96}
1045,Ostable,Algo-Stables,Obyte,['Obyte'],{'Obyte': 818929.8849}
1046,BencuFi,Lending,Metis,['Metis'],"{'Metis': 159.32353, 'Metis-borrowed': 8.69248, 'borrowed': 8.69248}"
1047,Gin Finance,Dexes,Boba,['Boba'],{'Boba': 342153.58956}
1048,Stronghands,Dexes,Cronos,['Cronos'],"{'BSC': 13.57035, 'Cronos': 1375.94103, 'Polygon': 0}"
1049,Swapsicle,Dexes,Avalanche,['Telos'],"{'Optimism': 4.91138, 'Telos-staking': 14127.09241, 'BSC': 37.14992, 'Ethereum': 0.30675, 'Avalanche': 773831.65677, 'Avalanche-staking': 86530.25688, 'Polygon': 35634.12754, 'Telos': 1088954.7603, 'Arbitrum': 18435.24745, 'Fantom': 27815.46889, 'staking': 100657.34929}"
1050,TFM,Dexes,Terra,['Terra Classic'],{'Terra Classic': 0}
1051,Velodrome,Dexes,Optimism,['Optimism'],{'Optimism': 298937781.75145}
1052,Metavault.Trade,Derivatives,Polygon,['Polygon'],"{'Polygon': 6625437.1088, 'Polygon-staking': 6012860.37542, 'staking': 6012860.37542}"
1053,Voltz,Derivatives,Ethereum,['Ethereum'],{'Ethereum': 7642330.55278}
1054,Bomb Finance,Dexes,Fantom,['Fantom'],{'Fantom': 189506.35522}
1055,Phuture,Indexes,Ethereum,['Ethereum'],"{'Ethereum': 551361.87537, 'Avalanche': 440896.39985}"
1056,Zinax DAO,Farm,Binance,['BSC'],"{'BSC': 6881.00764, 'BSC-staking': 775.00914, 'pool2': 187.92322, 'BSC-pool2': 187.92322, 'staking': 775.00914}"
1057,Spice Trade,Algo-Stables,Ethereum,['BSC'],"{'pool2': 17511.01361, 'Polygon-pool2': 196.48117, 'BSC-pool2': 0, 'Ethereum-pool2': 427.05117, 'BSC': 24837.07582, 'Ethereum': 4644.40098, 'BSC-staking': 0.01965, 'Avalanche': 12660.43208, 'Avalanche-staking': 27.39002, 'Ethereum-staking': 4.96158, 'Polygon': 10472.15398, 'Polygon-staking': 14.04081, 'Avalanche-pool2': 16887.48127, 'staking': 46.41206}"
1058,FluidTokens,Lending,Cardano,['Cardano'],{'Cardano': 80980.59906}
1059,Spin Spot,Dexes,Near,['Near'],{'Near': 99231.77092}
1060,Option Dance,Options,Mixin,['Mixin'],{}
1061,The Story of Draco,Farm,Fantom,['Fantom'],"{'pool2': 6.20163, 'Fantom-staking': 2.47135, 'Fantom-pool2': 6.20163, 'staking': 2.47135, 'Fantom': 212.41514}"
1062,Jupiter Swap,Dexes,Kava,['Kava'],{'Kava': 1664.7844}
1063,Interest Protocol,CDP,Ethereum,['Ethereum'],{'Ethereum': 1223013.77118}
1064,Tomb,Algo-Stables,Fantom,['Fantom'],"{'pool2': 1417589.1613, 'Fantom-staking': 1380520.99212, 'Fantom-pool2': 1417589.1613, 'staking': 1380520.99212, 'Fantom': 170660.82031}"
1065,AstarFarm,Gaming,Astar,['Astar'],{'Astar': 2465042.01615}
1066,Swaap,Dexes,Polygon,['Polygon'],{'Polygon': 2042019.28455}
1067,Everlend,Lending,Solana,['Solana'],{'Solana': 24041.50369}
1068,SaharaDAO,Algo-Stables,Cronos,['Cronos'],"{'Cronos': 8919.13421, 'pool2': 1853.28724, 'Cronos-pool2': 1853.28724, 'Cronos-staking': 404.18364, 'staking': 404.18364}"
1069,SharkSwap,Dexes,SXnetwork,['SXnetwork'],{'SXnetwork': 3305006.18871}
1070,VITCSwap,Dexes,Vite,['Vite'],{'Vite': 6825.74473}
1071,Tangent,Dexes,Hedera,['Hedera'],{}
1072,Investin,Indexes,Solana,['Solana'],{'Solana': 22653.06784}
1073,VAX,Dexes,MultiVAC,['MultiVAC'],{'MultiVAC': 83180.44195}
1074,Aave Arc,Lending,Ethereum,['Ethereum'],"{'Ethereum': 59204.61996, 'Ethereum-borrowed': 0, 'borrowed': 0}"
1075,Ratio Finance,CDP,Solana,['Solana'],{'Solana': 1312429.57053}
1076,Kasava Dex,Dexes,Kava,['Kava'],{'Kava': 1477.77292}
1077,OrbitalSwap,Dexes,Binance,['BSC'],"{'BSC': 34247.70584, 'BSC-staking': 0, 'staking': 0}"
1078,KefirSwap,Dexes,Kava,['Kava'],{'Kava': 320.49362}
1079,Acala Swap,Dexes,Acala,['Acala'],{'Acala': 1994855.94907}
1080,Acala Dollar,CDP,Acala,['Acala'],{'Acala': 21003717.6071}
1081,Union Protocol,Lending,Ethereum,['Ethereum'],"{'Ethereum': 200359.55208, 'Arbitrum-borrowed': 31621.52308, 'Ethereum-borrowed': 6531.77849, 'Arbitrum': 136151.89661, 'borrowed': 38153.30157}"
1082,Moonwell Artemis,Lending,Moonbeam,['Moonbeam'],"{'Moonbeam-borrowed': 17336207.6097, 'Moonbeam-staking': 1667991.05427, 'borrowed': 17336207.6097, 'staking': 1667991.05427, 'Moonbeam': 33144434.39569}"
1083,InsureDAO,Insurance,Ethereum,['Arbitrum'],"{'Optimism': 166146.04914, 'pool2': 44458.25538, 'Ethereum-pool2': 44458.25538, 'Ethereum': 122974.62216, 'Astar': 261775.81013, 'Ethereum-staking': 39319.03561, 'Arbitrum': 303877.00046, 'staking': 39319.03561}"
1084,Gardens DAO,Services,xDai,['Gnosis'],{'Gnosis': 1847832.11854}
1085,Phoenix DEX,Dexes,Terra2,['Terra2'],{'Terra2': 21147.99749}
1086,Klap,Lending,Klaytn,['Klaytn'],"{'Klaytn': 3801170.25376, 'Klaytn-borrowed': 933392.0831, 'borrowed': 933392.0831}"
1087,Nirvana,CDP,Solana,['Solana'],"{'Solana-staking': 233667.50559, 'Solana': 0.00012, 'staking': 233667.50559}"
1088,FATExFi,Dexes,Polygon,['Polygon'],"{'Polygon': 3361.38764, 'Polygon-staking': 400.19415, 'staking': 400.19415}"
1089,Ruby Finance,Algo-Stables,Kava,['Kava'],"{'Kava': 60.91745, 'Kava-staking': 84.49125, 'pool2': 204.53447, 'staking': 84.49125, 'Kava-pool2': 204.53447}"
1090,Fringe,Lending,Ethereum,['Ethereum'],{'Ethereum': 73385.59071}
1091,AuraSwap,Dexes,Polygon,['Polygon'],"{'Polygon': 1111.80196, 'Polygon-staking': 0, 'staking': 0}"
1092,iziSwap,Dexes,Binance,['BSC'],{'BSC': 23168931.40332}
1093,HiveSwap,Dexes,Map,['Map'],{'Map': 618008.30156}
1094,VeleroDAO,CDP,Velas,['Velas'],{'Velas': 0}
1095,SudoSwap,NFT Marketplace,Ethereum,['Ethereum'],{'Ethereum': 3657972.24667}
1096,Team Finance,Launchpad,Ethereum,['Ethereum'],"{'BSC': 52546048.56522, 'Ethereum': 58808408.9744, 'Kava': 141298.40778, 'Avalanche': 1037549.50888, 'Polygon': 729552.34}"
1097,Oracle Swap,Dexes,Songbird,['Songbird'],"{'Songbird': 210173.55924, 'Songbird-staking': 262669.11453, 'staking': 262669.11453}"
1098,DexPad,Launchpad,Avalanche,['Cronos'],"{'Kava': 5.52023, 'Cronos': 321118.57099, 'Avalanche': 0.06729, 'Polygon': 42.96313}"
1099,Sonic,Dexes,ICP,['ICP'],{'ICP': 302728.26797}
1100,Surfswap Classic,Dexes,Kava,['Kava'],{'Kava': 80174.20431}
1101,Omni Protocol,Lending,Ethereum,['Ethereum'],"{'Ethereum': 47.53886, 'Ethereum-borrowed': 12805543.31721, 'borrowed': 12805543.31721}"
1102,StrategyX Finance,Farm,Fantom,['Fantom'],{'Fantom': 0}
1103,HunnySwap,Dexes,Avalanche,['Avalanche'],{'Avalanche': 487698.92135}
1104,Torches,Lending,Kucoin,['KCC'],"{'KCC': 17410029.93763, 'borrowed': 73909.95182, 'KCC-borrowed': 73909.95182}"
1105,Lending Pond,Lending,Cardano,['Cardano'],{'Cardano': 666267.53092}
1106,Atlendis,Uncollateralized Lending,Polygon,['Polygon'],"{'Polygon': 522333.98116, 'Polygon-borrowed': 0, 'borrowed': 0}"
1107,DeepLock,Launchpad,Binance,['BSC'],"{'BSC': 11030154.86773, 'pool2': 325.91673, 'BSC-pool2': 325.91673}"
1108,PinkSale,Launchpad,Binance,['BSC'],"{'Cronos': 68330.91404, 'BSC': 180785027.75029, 'Ethereum': 10667052.48297, 'Avalanche': 316339.73861, 'Polygon': 301803.56943, 'Fantom': 32658.86383}"
1109,Fusion Dex,Dexes,Fantom,['Nova Network'],"{'EthereumClassic-staking': 0, 'Fantom-staking': 28651.16818, 'Nova Network': 534994.74552, 'Nova Network-staking': 8752.62387, 'EthereumClassic': 47.04642, 'Fantom': 10040.22556, 'staking': 37403.79204}"
1110,ApeX Protocol,Dexes,Arbitrum,['Arbitrum'],{'Arbitrum': 227770.73505}
1111,Toros,Indexes,Polygon,['Optimism'],"{'Optimism': 18063940.25287, 'Polygon': 1571773.3049}"
1112,VeRocket,Dexes,VeChain,['VeChain'],{'VeChain': 456835.65581}
1113,WhaleSwap,Dexes,Binance,['BSC'],"{'Optimism': 31.14252, 'Kava': 32.74476, 'Optimism-staking': 3.0944, 'Fantom-staking': 9.40677, 'Arbitrum-staking': 81.94893, 'BSC': 69056.76225, 'BSC-staking': 13502.56587, 'Avalanche': 127.00065, 'Avalanche-staking': 3.01533, 'Polygon': 133.02644, 'Polygon-staking': 0, 'Arbitrum': 53.93071, 'Fantom': 717.78695, 'staking': 13600.0313}"
1114,Kintsugi,Cross Chain,Kintsugi,['Kintsugi'],{'Kintsugi': 1232136.40637}
1115,Zest Protocol,Synthetics,Fantom,['Fantom'],"{'pool2': 403.10854, 'Fantom-staking': 0, 'Fantom-pool2': 403.10854, 'staking': 0, 'Fantom': 177.41459}"
1116,Algodex,Dexes,Algorand,['Algorand'],{'Algorand': 31979.3716}
1117,Azuro,Prediction Market,xDai,['Gnosis'],"{'Gnosis': 4513351.4228, 'Polygon': 1262526.665}"
1118,MIND Games,Dexes,Aurora,['Arbitrum'],"{'Arbitrum-staking': 882335.75649, 'Arbitrum': 1699814.31098, 'staking': 882335.75649}"
1119,Filet,Staking,Filecoin,['Filecoin'],{}
1120,JustMoney,Dexes,Binance,['Tron'],"{'BSC': 72068.92714, 'Bittorrent': 3232.97092, 'Polygon': 53665.09985, 'Tron': 253165.31676}"
1121,Taiga Protocol,Synthetics,Karura,['Karura'],{'Karura': 1567160.63712}
1122,Tapio Protocol,Synthetics,Acala,['Acala'],{'Acala': 363100.19356}
1123,DxSale,Launchpad,Ethereum,['BSC'],"{'Dexit': 0.00553, 'Moonriver': 0, 'Harmony': 1157.1546, 'Bitgert': 0.1853, 'BSC': 64852563.37268, 'Dogechain': 0, 'Ethereum': 3838369.66264, 'Gnosis': 0, 'Heco': 36331.84886, 'Avalanche': 150710.4951, 'Celo': 10571.51675, 'Arbitrum': 2454142.62798, 'CORE': 114308.19901, 'Fantom': 927370.39216, 'Cronos': 84331.19299, 'OKExChain': 26030.31891, 'Milkomeda C1': 5.00597, 'KCC': 22438.83562, 'smartBCH': 0, 'Polygon': 645649.36991}"
1124,StarSwap,Dexes,Astar,['Astar'],"{'Astar': 325932.93973, 'Astar-staking': 8617.64083, 'staking': 8617.64083}"
1125,MMO Finance,NFT Lending,Ethereum,['Ethereum'],"{'Ethereum': 31280.46942, 'Ethereum-borrowed': 4970.25694, 'borrowed': 4970.25694}"
1126,Increment Lending,Lending,Flow,['Flow'],"{'Flow-borrowed': 144713.58868, 'Flow': 428170.14011, 'borrowed': 144713.58868}"
1127,Increment Swap,Dexes,Flow,['Flow'],{'Flow': 5843998.03649}
1128,OpenBiSea,Dexes,Kava,['Aurora'],"{'BSC': 67.258, 'Kava': 408.03428, 'Aurora': 674.95532, 'Polygon': 4.7852}"
1129,onAVAX,Dexes,Avalanche,['Avalanche'],{'Avalanche': 81583.22772}
1130,ShiftDollar,Algo-Stables,Cronos,['Cronos'],"{'Cronos': 92.08611, 'pool2': 3300.58617, 'Cronos-pool2': 3300.58617, 'Cronos-staking': 117.01512, 'staking': 117.01512}"
1131,OortSwap,Dexes,REI,['REI'],{'REI': 9781.206}
1132,TrustSwap,Services,Ethereum,['Ethereum'],"{'Ethereum': 1729.72617, 'Ethereum-staking': 4213796.55476, 'staking': 4213796.55476}"
1133,Pony Finance,Indexes,Ethereum,['Ethereum'],{'Ethereum': 0}
1134,Nava finance,Algo-Stables,REI,['REI'],"{'pool2': 150.15106, 'REI': 3779.33066, 'REI-pool2': 150.15106, 'REI-staking': 7.52758, 'staking': 7.52758}"
1135,Green Planet,Lending,Binance,['BSC'],"{'BSC': 15517898.61361, 'BSC-borrowed': 6027980.39455, 'borrowed': 6027980.39455}"
1136,Hedge,CDP,Solana,['Solana'],"{'Solana-staking': 0, 'Solana': 322848.18343, 'staking': 0}"
1137,ElasticSwap,Dexes,Ethereum,['Ethereum'],"{'Ethereum': 2155.54463, 'Avalanche': 2153.73698, 'Avalanche-staking': 41300.04895, 'Ethereum-staking': 0, 'staking': 41300.04895}"
