,node1,node2,weight_4,plus_4,weight_5,plus_5,weight_6,plus_6,weight_7,plus_7,weight_8,plus_8,weight_9,plus_9,weight_10,plus_10,weight_11,plus_11,weight_12,plus_12,weight_1,plus_1,weight_2,plus_2,weight_3,plus_3
0,ACA,ALGO,0.19202992325843904,True,0.09778450932496541,True,0.10884826127199854,True,0.12539852247663164,True,0.17187959813329545,True,0.2137250531943381,True,0.2584468447742385,True,0.11978213836437057,True,0.25969452051936903,True,0.10828025716095047,True,0.14426294033186227,True,0.12115171146514503,True
1,ACA,ASTR,0.10023556967151681,True,0.0966130899354386,True,0.10847794471275352,True,0.11705354791868217,True,0.1102795574770189,True,0.2729386409126464,True,0.19150712531354785,True,0.113282299381534,True,0.19162245285862645,True,0.16619200774040743,True,0.1862340187380077,True,0.09476674937602192,True
2,ACA,AOA,0.39076273279283247,True,0.12034939754525731,True,0.3482767848984466,True,0.3064856580629982,True,0.42044062360299594,True,0.5968713063153006,False,0.4866923110439384,True,0.21131224943494997,True,0.3391114387628589,True,0.4678139781261278,True,0.5639449579207905,True,0.40662682454264554,True
3,ACA,AVAX,0.16693071801929127,True,0.09664361712171421,True,0.0920749936949482,True,0.1318371038777496,True,0.1221907118919906,True,0.1815665910637443,True,0.4289514604494712,True,0.09630051982809751,True,0.18611976976756395,True,0.18144805025105848,True,0.11474844433399811,True,0.1164985939672738,True
4,ACA,BFC,0.22618161109810364,True,0.12554808177997567,True,0.15931346352522935,True,0.16963672404946895,True,0.25327706182240006,True,0.13931861787471533,True,0.3483169697636217,True,0.1458333669889933,True,0.5015376367591955,True,0.27888933146386097,True,0.22682545831638945,True,0.12645612074343604,True
5,ACA,BTC,0.16630226675893722,True,0.13379568712349077,True,0.18045692337902475,True,0.1468003251375607,True,0.1575376814852042,True,0.18415036442852206,True,0.2755154454079648,True,0.10209697948307894,True,0.24454518644279288,True,0.16338875003516073,True,0.14195266783787608,True,0.12789344142801884,True
6,ACA,BTT,0.18593840583196442,True,0.10251557178187376,True,0.27389178536093217,True,0.131860147657745,True,0.19956909895838548,True,0.1605742193884362,True,0.5256602402379338,False,0.13268909178498478,True,0.2699050431670831,True,0.21399800253003642,True,0.19099605435775302,True,0.1508177884834624,True
7,ACA,STX,0.20723007988202158,True,0.12769236430234676,True,0.17243384516518168,True,0.12312872349508908,True,0.14404851312254985,True,0.17429377639794685,True,0.31431831537197197,True,0.12253531929031236,True,0.7115798094211514,True,0.10612816708764583,True,0.39421612171109655,True,0.16492690853871983,True
8,ACA,CRBN,0.17354812554871024,True,0.10613825723798775,True,0.7192358600482798,False,0.6126263849082669,True,0.33871239837661216,True,0.2150356997877596,True,0.44862748645748196,True,0.11353663718639218,True,0.35780392390237714,True,0.2615516913719447,True,0.4059171035020802,True,0.17315558149560684,True
9,ACA,ADA,0.14039557141442538,True,0.09452560283277955,True,0.10415912061513877,True,0.14969650822553537,True,0.19489142523200198,True,0.15774868943514175,True,0.25138999148127206,True,0.11009820213069621,True,0.3009835614330705,True,0.1606012787624581,True,0.15380324397646383,True,0.15686074146738627,True
10,ACA,CELO,0.1624490317640911,True,0.12392815045941885,True,0.11606888030414053,True,0.1256285674162716,True,0.11592742909871612,True,0.2123365188968317,True,0.46649868386224846,True,0.1649325370333775,True,0.5206471406149067,True,0.18663031975557054,True,0.18443535052673887,True,0.09669338981580777,True
