,Unnamed: 0,chain,protocol,protocol_category,protocol_chains,protocol_mcaptvl,protocol_tvl,protocol_mcap,protocol_strikeTvl
913,913,Acala,Tapio Protocol,Synthetics,['Acala'],,366531.06152976566,,False
914,914,Oasis,ValleySwap,Dexes,['Oasis'],,16635666.391343657,,False
915,915,Oasis,YuzuSwap,Dexes,['Oasis'],,2369421.655803157,0.0,False
916,916,Oasis,Fountain Protocol,Lending,['Oasis'],,2329307.580103396,0.0,False
917,917,Oasis,Lizard,Dexes,['Oasis'],,299055.5516148438,,False
918,918,Oasis,Autofarm,Yield Aggregator,"['BSC', 'Polygon', 'Cronos', 'Fantom', 'Heco', 'Oasis', 'Avalanche', 'OKExChain', 'Moonriver', 'Celo', 'Harmony', 'Velas', 'Gnosis', 'Boba', 'Aurora', 'KCC', 'Wanchain', 'Evmos']",93.56994328659776,207458.8692103172,19411914.62631108,True
919,919,Oasis,GemKeeper,Dexes,['Oasis'],,194006.374238717,,False
920,920,Oasis,Beefy,Yield Aggregator,"['Optimism', 'Polygon', 'BSC', 'Arbitrum', 'Ethereum', 'Fantom', 'Canto', 'Avalanche', 'Kava', 'Cronos', 'Metis', 'Moonbeam', 'Moonriver', 'Fuse', 'Oasis', 'Aurora', 'Celo', 'Harmony', 'Heco']",228.28610798167747,169765.32661,38755065.6820352,True
921,921,Oasis,Tulip,Algo-Stables,['Oasis'],,66646.61363478121,,False
922,922,Oasis,DuneSwap,Dexes,['Oasis'],,40011.92299052785,,False
923,923,Oasis,WePiggy,Lending,"['Ethereum', 'OKExChain', 'Arbitrum', 'BSC', 'Optimism', 'Harmony', 'Polygon', 'Moonbeam', 'Moonriver', 'Oasis', 'Heco', 'Aurora']",,13608.5902542,0.0,False
924,924,Oasis,Oaswap,Dexes,['Oasis'],,2224.829964352653,,False
925,925,Oasis,Sahara Exchange,Dexes,['Oasis'],,404.1775432257481,,False
926,926,Oasis,KyberSwap Classic,Dexes,"['Bittorrent', 'Polygon', 'Ethereum', 'Optimism', 'BSC', 'Avalanche', 'Fantom', 'Arbitrum', 'Cronos', 'Oasis', 'Velas', 'Aurora']",,8.531457375180956,,False
927,927,Oasis,SSAP,Lending,"['CLV', 'Oasis']",,4.243469017296548,,False
928,928,Oasis,BoringDAO,Cross Chain,"['Bitcoin', 'Litecoin', 'Ethereum', 'Metis', 'Doge', 'IoTeX', 'BSC', 'Aurora', 'Optimism', 'Arbitrum', 'Polygon', 'Avalanche', 'Fantom', 'Heco', 'OKExChain', 'KCC', 'Gnosis', 'Harmony', 'Oasis', 'Boba']",,0.0,3637075.523184771,False
929,929,Ontology,Wing Finance,Lending,"['Ontology', 'BSC', 'OntologyEVM', 'Ethereum', 'OKExChain']",1.095752104711197,19470799.026,21335169.013148237,False
930,930,Ontology,UniFi,Dexes,"['IoTeX', 'Tron', 'Icon', 'Ontology', 'Harmony', 'BSC', 'Ethereum', 'Polygon', 'Avalanche', 'Fantom', 'OntologyEVM', 'Bittorrent']",221.2665753014888,148325.48094,32819471.19754005,False
931,931,Moonriver,Moonwell Apollo,Lending,['Moonriver'],0.0829587768099206,8796580.359289711,729753.5467168466,False
932,932,Moonriver,Solarbeam,Dexes,['Moonriver'],0.0453479549038899,7927894.558438694,359513.8049188724,False
933,933,Moonriver,Lido,Liquid Staking,"['Ethereum', 'Solana', 'Moonbeam', 'Moonriver', 'Terra Classic']",913.65430055839,2264054.4120076457,2068563050.2289824,True
934,934,Moonriver,Beefy,Yield Aggregator,"['Optimism', 'Polygon', 'BSC', 'Arbitrum', 'Ethereum', 'Fantom', 'Canto', 'Avalanche', 'Kava', 'Cronos', 'Metis', 'Moonbeam', 'Moonriver', 'Fuse', 'Oasis', 'Aurora', 'Celo', 'Harmony', 'Heco']",50.183210233572666,772271.5526099999,38755065.6820352,True
935,935,Moonriver,Zenlink,Dexes,"['Astar', 'Moonriver', 'Moonbeam']",2.5573272718315136,497580.8048809638,1272476.962261964,False
936,936,Moonriver,SushiSwap,Dexes,"['Ethereum', 'Arbitrum', 'Polygon', 'Gnosis', 'Fantom', 'Boba', 'Celo', 'Arbitrum Nova', 'Avalanche', 'BSC', 'Harmony', 'Moonriver', 'Boba_Bnb', 'Telos', 'Fuse', 'Boba_Avax', 'OKExChain', 'Heco', 'Palm']",560.0861973492467,419370.1154237903,234883413.22962537,False
937,937,Moonriver,Sushi BentoBox,Yield,"['Ethereum', 'Arbitrum', 'Fantom', 'Polygon', 'Avalanche', 'BSC', 'Optimism', 'Gnosis', 'Moonbeam', 'Moonriver', 'Celo']",,0.0,,True
938,938,Moonriver,Sushi Furo,Payments,"['Ethereum', 'Polygon', 'Arbitrum', 'Avalanche', 'Gnosis', 'BSC', 'Fantom', 'Optimism', 'Moonbeam', 'Moonriver', 'Harmony']",,0.0,,False
939,939,Moonriver,Huckleberry AMM,Dexes,"['Moonriver', 'CLV']",,296730.41125497845,,False
940,940,Moonriver,Huckleberry Lending,Lending,['Moonriver'],,107046.999326204,,False
941,941,Moonriver,Alphadex,Dexes,['Moonriver'],,344439.030329784,0.0,False
942,942,Moonriver,Moonswap,Dexes,['Moonriver'],,306908.72828742914,,False
943,943,Moonriver,Neku,Lending,"['Moonriver', 'Arbitrum', 'BSC']",,240789.603523768,,False
944,944,Moonriver,Autofarm,Yield Aggregator,"['BSC', 'Polygon', 'Cronos', 'Fantom', 'Heco', 'Oasis', 'Avalanche', 'OKExChain', 'Moonriver', 'Celo', 'Harmony', 'Velas', 'Gnosis', 'Boba', 'Aurora', 'KCC', 'Wanchain', 'Evmos']",187.4692950871574,103547.16817645352,19411914.62631108,True
945,945,Moonriver,Sector Finance,Yield,"['Arbitrum', 'Moonriver', 'Optimism']",,100869.463467426,,True
946,946,Moonriver,Hundred Finance,Lending,"['Optimism', 'Fantom', 'Arbitrum', 'Moonriver', 'Gnosis', 'Polygon', 'Harmony', 'Ethereum']",12.716036762293578,94743.41587018776,1204760.7591905766,False
947,947,Moonriver,ACryptoS,Yield Aggregator,"['BSC', 'Optimism', 'Kava', 'Fantom', 'Ethereum', 'Arbitrum', 'Cronos', 'Moonbeam', 'Astar', 'Avalanche', 'Gnosis', 'Polygon', 'Moonriver', 'Harmony']",31.72991665401576,77388.49377999999,2455530.4576192168,True
948,948,Moonriver,SeaDex,Dexes,['Moonriver'],27.65840466153823,76086.36603215814,2104427.500943347,False
949,949,Moonriver,Fantohm,Reserve Currency,"['Fantom', 'Ethereum', 'Moonriver', 'BSC', 'Boba']",23.307673944026917,66799.49879546557,1556940.9375491298,False
950,950,Moonriver,Oh Finance,Yield,"['Metis', 'Moonriver', 'Avalanche', 'Ethereum']",2.640223435478899,61752.920368105,163041.50756513304,True
951,951,Moonriver,PadSwap,Dexes,"['BSC', 'Moonriver', 'Moonbeam']",,43835.68456780613,0.0,False
952,952,Moonriver,Zircon Gamma,Dexes,"['Moonriver', 'BSC']",,43581.545401543655,0.0,False
953,953,Moonriver,1Swap,Dexes,['Moonriver'],,20706.33439246759,0.0,False
954,954,Moonriver,Chaotic Finance,Derivatives,['Moonriver'],,19966.07541265601,0.0,False
955,955,Moonriver,FreeRiver,Dexes,['Moonriver'],,18654.552962971946,,False
956,956,Moonriver,WePiggy,Lending,"['Ethereum', 'OKExChain', 'Arbitrum', 'BSC', 'Optimism', 'Harmony', 'Polygon', 'Moonbeam', 'Moonriver', 'Oasis', 'Heco', 'Aurora']",,15949.601966696,0.0,False
957,957,Moonriver,Impermax Finance,Yield,"['Arbitrum', 'Polygon', 'Ethereum', 'Avalanche', 'Fantom', 'Moonriver']",,15131.270936226,0.0,True
958,958,Moonriver,Elk,Dexes,"['Polygon', 'Kava', 'Avalanche', 'BSC', 'Fantom', 'Elastos', 'Gnosis', 'Ethereum', 'Cronos', 'Arbitrum', 'Optimism', 'IoTeX', 'Fuse', 'Telos', 'KCC', 'Heco', 'Bittorrent', 'OKExChain', 'Moonriver', 'Harmony', 'Hoo']",187.85089812569595,10154.026866781684,1907443.0665173857,False
959,959,Moonriver,Templar DAO,Reserve Currency,"['Moonriver', 'Harmony', 'BSC']",50.4194765284642,9590.06793327795,483526.2050682847,False
960,960,Moonriver,Kogefarm,Yield,"['Polygon', 'Fantom', 'Moonriver', 'Kava']",,8730.944245674427,0.0,True
961,961,Moonriver,Scion Finance,Yield Aggregator,"['Moonriver', 'Fantom']",,5613.282390735999,,True
962,962,Moonriver,Pickle,Yield Aggregator,"['Ethereum', 'Optimism', 'Arbitrum', 'Polygon', 'Aurora', 'Metis', 'Moonbeam', 'Moonriver', 'OKExChain', 'Cronos', 'Kava', 'Harmony']",492.2437353274871,3405.272207,1676223.9109805557,True
963,963,Moonriver,Polkamarkets,Prediction Market,"['Ethereum', 'Moonriver', 'Moonbeam']",1576.9300694935198,3316.4178315148542,5229759.001520268,False
964,964,Stellar,StellarX,Dexes,['Stellar'],,13005301.605150389,,False
965,965,Stellar,LumenSwap,Dexes,['Stellar'],,6122906.408,0.0,False
966,966,Tlchain,Decryption,Dexes,['Tlchain'],,16430361.251853049,,False
967,967,Icon,sICX,Liquid Staking,['Icon'],,14922935.120043512,0.0,True
968,968,Icon,Omm,Lending,['Icon'],,7468464.57,0.0,False
969,969,Icon,Balanced,Dexes,['Icon'],,7414125.11,0.0,False
970,970,Icon,Optimus,Yield,['Icon'],0.2960310016258926,451886.1296553176,133772.3035827116,True
971,971,Icon,UniFi,Dexes,"['IoTeX', 'Tron', 'Icon', 'Ontology', 'Harmony', 'BSC', 'Ethereum', 'Polygon', 'Avalanche', 'Fantom', 'OntologyEVM', 'Bittorrent']",145.9582821436367,225832.21666,32962082.396383163,False
972,972,TON,Megaton Finance,Dexes,['TON'],,13818987.3684021,,False
973,973,TON,STON.fi,Dexes,['TON'],,539988.2211146207,,False
974,974,TON,DeDust,Dexes,['TON'],,380378.0399960216,,False
975,975,TON,Tegro Finance,Dexes,['TON'],,176052.29189815512,,False
976,976,WEMIX,WEMIX.FI,Dexes,['WEMIX'],,14442684.09822922,,False
977,977,CORE,ShadowSwap,Dexes,['CORE'],,4499004.495089591,0.0,False
978,978,CORE,LFGSwap Core,Dexes,['CORE'],,4392170.87687971,0.0,False
979,979,CORE,ArcherSwap,Dexes,['CORE'],,1432049.7620890352,,False
980,980,CORE,IcecreamSwap,Dexes,"['CORE', 'Bitgert', 'XDC', 'Dogechain', 'Fuse']",,879245.444036598,0.0,False
981,981,CORE,DxSale,Launchpad,"['BSC', 'Ethereum', 'Arbitrum', 'Fantom', 'Polygon', 'Avalanche', 'CORE', 'Cronos', 'Heco', 'OKExChain', 'KCC', 'Celo', 'Harmony', 'Milkomeda C1', 'Bitgert', 'Dexit', 'Moonriver', 'Dogechain', 'Gnosis', 'smartBCH']",13.206562933533004,112239.27233398583,1482295.0136927336,False
982,982,CORE,Palma Swap,Dexes,['CORE'],,22334.675885789387,,False
983,983,CORE,CoreSwap,Dexes,['CORE'],,5234.198332444572,,False
984,984,Bittorrent,KyberSwap Classic,Dexes,"['Bittorrent', 'Polygon', 'Ethereum', 'Optimism', 'BSC', 'Avalanche', 'Fantom', 'Arbitrum', 'Cronos', 'Oasis', 'Velas', 'Aurora']",,8974463.26355223,,False
985,985,Bittorrent,Sushi Trident,Dexes,"['Bittorrent', 'Optimism', 'Polygon', 'Arbitrum', 'Kava', 'Metis', 'Avalanche', 'BSC']",,3285668.874952545,,False
986,986,Bittorrent,Soy Finance,Dexes,"['Callisto', 'EthereumClassic', 'Bittorrent', 'BSC']",30.9551712471578,26538.076969260423,821490.7171537108,False
987,987,Bittorrent,Elk,Dexes,"['Polygon', 'Kava', 'Avalanche', 'BSC', 'Fantom', 'Elastos', 'Gnosis', 'Ethereum', 'Cronos', 'Arbitrum', 'Optimism', 'IoTeX', 'Fuse', 'Telos', 'KCC', 'Heco', 'Bittorrent', 'OKExChain', 'Moonriver', 'Harmony', 'Hoo']",108.72549894910183,17543.65889284468,1907443.0665173857,False
988,988,Bittorrent,JustMoney,Dexes,"['Tron', 'BSC', 'Polygon', 'Bittorrent']",,3214.8582709940324,0.0,False
989,989,Bittorrent,InfiniTORR,Dexes,['Bittorrent'],,1671.440634450847,,False
990,990,Bittorrent,Bitlend,Lending,['Bittorrent'],,174.757235805045,,False
991,991,Bittorrent,FilDA,Lending,"['IoTeX', 'Heco', 'Elastos', 'REI', 'Arbitrum', 'Polygon', 'BSC', 'Kava', 'Bittorrent']",45577.432588100186,9.426000825192316,429612.9171855794,False
992,992,Bittorrent,UniFi,Dexes,"['IoTeX', 'Tron', 'Icon', 'Ontology', 'Harmony', 'BSC', 'Ethereum', 'Polygon', 'Avalanche', 'Fantom', 'OntologyEVM', 'Bittorrent']",8043891.207314772,4.097778245236441,32962082.396383163,False
993,993,Vision,VanSwap,Dexes,['Vision'],,9801609.447295437,,False
994,994,Vision,Lenen,Lending,['Vision'],,1485257.85842133,,False
995,995,Wanchain,WanSwap Dex,Dexes,['Wanchain'],0.103215709125934,4035493.071063882,416526.279002652,False
996,996,Wanchain,Zookeeper,Yield,"['Wanchain', 'Avalanche']",0.8736154622422531,3425077.6304812264,2992200.777368457,False
997,997,Wanchain,WanLend,Lending,['Wanchain'],,3134115.141728088,,False
998,998,Wanchain,FinNexus,Options,"['Ethereum', 'BSC', 'Wanchain']",,5516.711632637,,False
999,999,Wanchain,Phoenix Finance,Options,"['BSC', 'Polygon', 'Wanchain']",25.427001781418905,3887.98908,98859.90526329725,False
1000,1000,Wanchain,Autofarm,Yield Aggregator,"['BSC', 'Polygon', 'Cronos', 'Fantom', 'Heco', 'Oasis', 'Avalanche', 'OKExChain', 'Moonriver', 'Celo', 'Harmony', 'Velas', 'Gnosis', 'Boba', 'Aurora', 'KCC', 'Wanchain', 'Evmos']",6014.461688126826,3227.5398253233902,19411914.62631108,True
1001,1001,Karura,Karura Dollar (kUSD),Lending,['Karura'],,7791336.857857319,,False
1002,1002,Karura,Karura Liquid-Staking,Liquid Staking,['Karura'],,7512256.946652779,,True
1003,1003,Karura,Taiga Protocol,Synthetics,['Karura'],,1550699.1154266978,,False
1004,1004,Karura,Karura Swap,Dexes,['Karura'],,1228818.7442496305,,False
1005,1005,DFK,Crystalvale,Dexes,['DFK'],,9073526.813137706,0.0,False
1006,1006,Ultron,UltronSwap,Dexes,['Ultron'],,8504850.858178979,0.0,False
1007,1007,Ultron,Ultron Staking Hub NFT,Staking,['Ultron'],,0.0,,False
1008,1008,Crescent,Crescent Dex,Dexes,['Crescent'],,8255573.216354959,,False
1009,1009,Injective,Helix,Dexes,['Injective'],,8654981.028267333,,False
1010,1010,Everscale,FlatQube,Dexes,['Everscale'],0.7039193305159843,7858982.158279605,5532089.459393245,False
1011,1011,Umee(chain),Umee,Lending,"['Umee', 'Ethereum']",,7410510.391714426,,False
1012,1012,Terra Classic,Terraswap,Dexes,"['Terra Classic', 'Terra2']",,2945473.8516693646,,False
1013,1013,Terra Classic,Anchor,Lending,"['Terra Classic', 'Avalanche']",3.901834674734209,2019787.2383832,7880875.882309218,False
1014,1014,Terra Classic,Astroport,Dexes,"['Terra2', 'Terra Classic']",0.262183765399009,1781360.5717552623,467043.8222361264,False
1015,1015,Terra Classic,Spectrum Protocol,Yield,"['Terra Classic', 'Terra2']",0.1678108533426807,671733.0023864573,112724.08834891237,True
1016,1016,Terra Classic,Pylon Protocol,Yield,['Terra Classic'],0.5799932608823221,407907.94895666,236583.86145519296,True
1017,1017,Terra Classic,Nexus Protocol,Yield,['Terra Classic'],,198517.2761579144,0.0,True
1018,1018,Terra Classic,Aperture Finance,Leveraged Farming,"['Terra Classic', 'Avalanche']",,163426.8189792856,,False
1019,1019,Terra Classic,Loop Finance,Dexes,['Terra Classic'],1.2266066663792916,155592.4656824272,190850.7556444564,False
1020,1020,Terra Classic,Lido,Liquid Staking,"['Ethereum', 'Solana', 'Moonbeam', 'Moonriver', 'Terra Classic']",18153.003455706345,113951.55932605387,2068563050.2289824,True
1021,1021,Terra Classic,INK Protocol,Yield,['Terra Classic'],,106043.7261073053,,True
1022,1022,Terra Classic,Eris Protocol,Liquid Staking,"['Terra2', 'Terra Classic']",,55478.01830086418,,True
1023,1023,Terra Classic,White Whale,Yield,['Terra Classic'],,52271.895308806816,0.0,True
1024,1024,Terra Classic,Edge Protocol,Lending,['Terra Classic'],,15615.94452425292,,False
1025,1025,Terra Classic,Soluna,Yield,['Terra Classic'],0.008652016031902,15048.564934459044,130.20042507005866,True
1026,1026,Terra Classic,PRISM Protocol,Staking,['Terra Classic'],,13587.684578532782,0.0,False
1027,1027,Terra Classic,TFM,Dexes,['Terra Classic'],,4975.187424666035,,False
1028,1028,Terra Classic,LoTerra,Prediction Market,['Terra Classic'],,2244.8408393619934,0.0,False
1029,1029,Terra Classic,Angel Protocol,Services,['Terra Classic'],,446.68026263779774,0.0,False
1030,1030,Terra Classic,MoonFarm,Yield,"['BSC', 'Ethereum', 'Polygon', 'Avalanche', 'Solana', 'Fantom', 'Kava', 'Terra Classic']",398.8234512509194,100.0,39882.34512509194,True
1031,1031,Terra Classic,Steak,Liquid Staking,['Terra Classic'],,6.6365697156255,,True
1032,1032,Terra Classic,Risk Harbor,Insurance,"['Terra2', 'Avalanche', 'Optimism', 'Ethereum', 'Arbitrum', 'Fantom', 'Aurora', 'Terra Classic']",,0.0,,False
1033,1033,Terra Classic,Mars Protocol,Lending,"['Osmosis', 'Terra Classic']",,0.0,0.0,False
1034,1034,Terra Classic,Mirror,Derivatives,['Terra Classic'],,0.0,15907534.495194083,False
1035,1035,Terra Classic,ApolloDAO,Yield,['Terra Classic'],,0.0,245865.4626978569,True
1036,1036,Terra Classic,Starterra,Launchpad,['Terra Classic'],,0.0,90635.8499537527,False
1037,1037,Terra Classic,Valkyrie,Launchpad,['Terra Classic'],,0.0,40060.17186665071,False
1038,1038,Terra Classic,TerraFloki,Dexes,['Terra Classic'],,0.0,,False
1039,1039,Oraichain,OraiDEX,Dexes,['Oraichain'],,6718809.531340454,0.0,False
1040,1040,Kujira,Bow,Yield,['Kujira'],,2359886.4017259204,,False
1041,1041,Kujira,USK,CDP,['Kujira'],,2212631.962057867,,False
1042,1042,Kujira,FIN,Dexes,['Kujira'],,1622013.4640538257,,False
1043,1043,Kujira,Kujira Orca,Services,['Kujira'],,215164.6729145696,,False
1044,1044,Kujira,Black Whale,Yield,['Kujira'],,210636.8784132572,,False
1045,1045,Kujira,CALC,Services,['Kujira'],,35831.25624149551,,False
1046,1046,Ultra,pNetwork,Cross Chain,"['BSC', 'Ultra', 'Ethereum', 'Polygon', 'EOS', 'LBRY', 'Telos', 'Algorand', 'Arbitrum']",2.6336519417018422,6695743.029806879,17634256.631587464,False
1047,1047,Flow,Increment Swap,Dexes,['Flow'],,5628500.460567063,,False
1048,1048,Flow,Increment Lending,Lending,['Flow'],,428254.69704985,,False
1049,1049,Flow,Increment Liquid Staking,Liquid Staking,['Flow'],,337698.42717787344,,True
1050,1050,Proton,Proton Swap,Dexes,['Proton'],,2541899.739548536,,False
1051,1051,Proton,Proton Loan,Lending,['Proton'],,2320724.454470184,0.0,False
1052,1052,Proton,Proton Dex,Dexes,['Proton'],,991487.193139608,,False
1053,1053,Vite,ViteX,Dexes,['Vite'],,5516499.739721933,0.0,False
1054,1054,Vite,Viva,Staking,['Vite'],,119601.03638027816,0.0,False
1055,1055,Vite,BeefStake,Staking,['Vite'],,38437.52145721128,,False
1056,1056,Vite,VITCSwap,Dexes,['Vite'],,6825.744726726109,,False
1057,1057,Zilliqa,ZilSwap,Dexes,['Zilliqa'],0.1648021850909271,5209332.817923846,858509.4312597269,False
1058,1058,Zilliqa,Pillar,Algo-Stables,['Zilliqa'],,2288.536118998128,,False
1059,1059,Secret,Sienna Network,Privacy,['Secret'],0.7708314170246404,3677907.275142676,2835046.476583463,False
1060,1060,Secret,SecretSwap,Dexes,['Secret'],0.1739913622634077,1527187.9785010023,265717.51681168936,False
1061,1061,Secret,StakeEasy,Liquid Staking,"['Secret', 'Juno']",,182635.33121165095,,True
1062,1062,Secret,BtnGroup,Yield,['Secret'],0.7117742622894758,144690.73,102987.13760587572,True
1063,1063,smartBCH,BenSwap,Dexes,"['smartBCH', 'BSC']",,2629811.577330449,0.0,False
1064,1064,smartBCH,TangoSwap,Dexes,['smartBCH'],,802626.9438631431,0.0,False
1065,1065,smartBCH,BlockNG,Dexes,['smartBCH'],,768030.5690446396,0.0,False
1066,1066,smartBCH,MistSwap,Dexes,['smartBCH'],0.201841029081719,751771.9322058647,151738.42043118403,False
1067,1067,smartBCH,Verse,Dexes,"['Ethereum', 'smartBCH']",173.9653516337646,31281.557966658667,5441907.231321766,False
1068,1068,smartBCH,Goblins Cash,Reserve Currency,['smartBCH'],,29746.536309386083,,False
1069,1069,smartBCH,Tropical Finance,Dexes,['smartBCH'],,25541.22807283272,0.0,False
1070,1070,smartBCH,1BCH,Dexes,['smartBCH'],,10673.090745028278,0.0,False
1071,1071,smartBCH,MuesliSwap,Dexes,"['Cardano', 'Milkomeda C1', 'smartBCH']",,7683.882241948782,0.0,False
1072,1072,smartBCH,WaterLoan,Lending,"['smartBCH', 'CSC']",,6638.184837895663,,False
1073,1073,smartBCH,CatsLuck,Prediction Market,['smartBCH'],,5692.5805175806445,,False
1074,1074,smartBCH,EmberSwap,Dexes,['smartBCH'],,1612.8136102806056,,False
1075,1075,smartBCH,HonkSwap,Dexes,['smartBCH'],,853.6928628740147,,False
1076,1076,smartBCH,SmartDEXBCH,Dexes,['smartBCH'],,512.4070598683156,,False
1077,1077,smartBCH,BCHPad,Launchpad,['smartBCH'],,0.0709515198,0.0,False
1078,1078,smartBCH,DxSale,Launchpad,"['BSC', 'Ethereum', 'Arbitrum', 'Fantom', 'Polygon', 'Avalanche', 'CORE', 'Cronos', 'Heco', 'OKExChain', 'KCC', 'Celo', 'Harmony', 'Milkomeda C1', 'Bitgert', 'Dexit', 'Moonriver', 'Dogechain', 'Gnosis', 'smartBCH']",,0.0,1482295.0136927336,False
1079,1079,smartBCH,Swap Cat,Dexes,"['Gnosis', 'Heco', 'OKExChain', 'Songbird', 'Harmony', 'KCC', 'Fantom', 'BSC', 'EthereumClassic', 'Celo', 'TomoChain', 'GoChain', 'Ethereum', 'EnergyWeb', 'Rootstock', 'Moonriver', 'HPB', 'Avalanche', 'Polygon', 'smartBCH', 'Arbitrum']",,0.0,,False
1080,1080,smartBCH,CoinFLEX,Staking,['smartBCH'],,0.0,168505725.09735513,False
1081,1081,smartBCH,LNS,Dexes,['smartBCH'],,0.0,,False
1082,1082,smartBCH,Celerycash,Staking,['smartBCH'],,0.0,0.0,False
1083,1083,smartBCH,Joystick Club,Gaming,['smartBCH'],,0.0,0.0,False
1084,1084,smartBCH,PandaLand,Gaming,['smartBCH'],,0.0,,False
1085,1085,Harmony,Defi Kingdoms,Dexes,"['Klaytn', 'Harmony']",11.693349813947163,2276182.767911523,26616201.345667947,False
1086,1086,Harmony,Tranquil Finance,Lending,['Harmony'],0.5014474830560675,1098981.9627795382,551081.7391598163,False
1087,1087,Harmony,SushiSwap,Dexes,"['Ethereum', 'Arbitrum', 'Polygon', 'Gnosis', 'Fantom', 'Boba', 'Celo', 'Arbitrum Nova', 'Avalanche', 'BSC', 'Harmony', 'Moonriver', 'Boba_Bnb', 'Telos', 'Fuse', 'Boba_Avax', 'OKExChain', 'Heco', 'Palm']",286.1028737750625,820975.3720065515,234883413.22962537,False
1088,1088,Harmony,Sushi Furo,Payments,"['Ethereum', 'Polygon', 'Arbitrum', 'Avalanche', 'Gnosis', 'BSC', 'Fantom', 'Optimism', 'Moonbeam', 'Moonriver', 'Harmony']",,0.0,,False
1089,1089,Harmony,FoxSwap,Yield,['Harmony'],,237345.092557016,0.0,True
1090,1090,Harmony,ViperSwap,Dexes,['Harmony'],0.155937611547864,140598.0882221053,21924.53006555097,False
1091,1091,Harmony,UniFi,Dexes,"['IoTeX', 'Tron', 'Icon', 'Ontology', 'Harmony', 'BSC', 'Ethereum', 'Polygon', 'Avalanche', 'Fantom', 'OntologyEVM', 'Bittorrent']",308.8401995458088,106728.6008908761,32962082.396383163,False
1092,1092,Harmony,WePiggy,Lending,"['Ethereum', 'OKExChain', 'Arbitrum', 'BSC', 'Optimism', 'Harmony', 'Polygon', 'Moonbeam', 'Moonriver', 'Oasis', 'Heco', 'Aurora']",,51782.41705863,0.0,False
1093,1093,Harmony,MochiSwap,Dexes,"['Harmony', 'BSC']",,46600.882998492256,0.0,False
1094,1094,Harmony,Fuzz Finance,Dexes,['Harmony'],,43782.91047997531,0.0,False
1095,1095,Harmony,SonicSwap,Dexes,['Harmony'],,41263.36123162247,0.0,False
1096,1096,Harmony,WagmiDAO,Reserve Currency,['Harmony'],50.90811441273701,39335.82300315964,2002512.577964023,False
1097,1097,Harmony,LootSwap,Dexes,['Harmony'],,34862.85493129509,,False
1098,1098,Harmony,Autofarm,Yield Aggregator,"['BSC', 'Polygon', 'Cronos', 'Fantom', 'Heco', 'Oasis', 'Avalanche', 'OKExChain', 'Moonriver', 'Celo', 'Harmony', 'Velas', 'Gnosis', 'Boba', 'Aurora', 'KCC', 'Wanchain', 'Evmos']",639.9179885122727,30335.00382047595,19411914.62631108,True
1099,1099,Harmony,BossSwap,Dexes,['Harmony'],,24279.36964150369,0.0,False
1100,1100,Harmony,OpenSwap,Dexes,['Harmony'],,24253.408373292223,0.0,False
1101,1101,Harmony,ACryptoS,Yield Aggregator,"['BSC', 'Optimism', 'Kava', 'Fantom', 'Ethereum', 'Arbitrum', 'Cronos', 'Moonbeam', 'Astar', 'Avalanche', 'Gnosis', 'Polygon', 'Moonriver', 'Harmony']",107.32739442778224,22878.87888,2455530.4576192168,True
1102,1102,Harmony,Beefy,Yield Aggregator,"['Optimism', 'Polygon', 'BSC', 'Arbitrum', 'Ethereum', 'Fantom', 'Canto', 'Avalanche', 'Kava', 'Cronos', 'Metis', 'Moonbeam', 'Moonriver', 'Fuse', 'Oasis', 'Aurora', 'Celo', 'Harmony', 'Heco']",1931.3297576154569,20066.519209999995,38755065.6820352,True
1103,1103,Harmony,Oin Finance,Algo-Stables,"['Ethereum', 'Near', 'Harmony']",13.037273828855277,10538.91388357643,137398.7061589105,False
1104,1104,Harmony,Elk,Dexes,"['Polygon', 'Kava', 'Avalanche', 'BSC', 'Fantom', 'Elastos', 'Gnosis', 'Ethereum', 'Cronos', 'Arbitrum', 'Optimism', 'IoTeX', 'Fuse', 'Telos', 'KCC', 'Heco', 'Bittorrent', 'OKExChain', 'Moonriver', 'Harmony', 'Hoo']",250.60746925465097,7611.277797068236,1907443.0665173857,False
1105,1105,Harmony,QiDao,CDP,"['Polygon', 'Fantom', 'Optimism', 'Ethereum', 'Metis', 'Arbitrum', 'Avalanche', 'BSC', 'Moonbeam', 'Gnosis', 'Harmony', 'Moonriver']",1069.7317959962093,6060.614608213598,6483232.149685195,False
1106,1106,Harmony,Templar DAO,Reserve Currency,"['Moonriver', 'Harmony', 'BSC']",115.73803165356829,4177.7641986827175,483526.2050682847,False
1107,1107,Harmony,Elephantdex,Dexes,['Harmony'],,3836.2475120907175,,False
1108,1108,Harmony,Hermes Defi,Yield,['Harmony'],,3142.3121670629525,0.0,False
1109,1109,Harmony,Artemis Protocol,Yield,['Harmony'],,2617.816046963748,0.0,True
1110,1110,Harmony,Hundred Finance,Lending,"['Optimism', 'Fantom', 'Arbitrum', 'Moonriver', 'Gnosis', 'Polygon', 'Harmony', 'Ethereum']",665.6940926531739,1809.7813582645929,1204760.7591905766,False
