,name,category,chain,chains,currentChainTvls,currentChainTvls_agg,Tokens
490,Suterusu,Services,Ethereum,['BSC'],"{'BSC': 93748.90415, 'Ethereum': 2304.4894}",96053.39355000001,"dict_keys(['BSC', 'Ethereum'])"
491,Unirex Finance,Farm,Fantom,['Fantom'],"{'pool2': 12.26709, 'Fantom-staking': 0, 'Fantom-pool2': 12.26709, 'staking': 0, 'Fantom': 1047.86499}",1072.3991700000001,"dict_keys(['pool2', 'Fantom-staking', 'Fantom-pool2', 'staking', 'Fantom'])"
492,ZYXSwap,Dexes,ZYX,['ZYX'],{'ZYX': 157715.9735},157715.9735,dict_keys(['ZYX'])
493,Axial,Dexes,Avalanche,['Avalanche'],"{'Avalanche': 2256685.77695, 'pool2': 17866.51793, 'Avalanche-pool2': 17866.51793}",2292418.81281,"dict_keys(['Avalanche', 'pool2', 'Avalanche-pool2'])"
494,KLend,Lending,Binance,['BSC'],"{'OKExChain': 37004.29103, 'pool2': 3353.8139, 'BSC-borrowed': 12014.26109, 'BSC-pool2': 1730.92465, 'BSC': 47679.97411, 'borrowed': 76539.43081, 'OKExChain-borrowed': 64525.16973, 'OKExChain-pool2': 1622.88925}",244470.75457000002,"dict_keys(['OKExChain', 'pool2', 'BSC-borrowed', 'BSC-pool2', 'BSC', 'borrowed', 'OKExChain-borrowed', 'OKExChain-pool2'])"
495,PhotonSwap Finance,Dexes,Cronos,['Cronos'],"{'Kava': 840.49339, 'Cronos': 232261.26931, 'Evmos': 8.72648}",233110.48918,"dict_keys(['Kava', 'Cronos', 'Evmos'])"
496,Talent Protocol,Services,Celo,['Celo'],{'Celo': 0.00837},0.00837,dict_keys(['Celo'])
497,Demeter,Lending,Heco,['BSC'],"{'BSC': 278922.1319, 'Heco': 37453.24782}",316375.37971999997,"dict_keys(['BSC', 'Heco'])"
498,Alchemix,Synthetics,Ethereum,['Ethereum'],"{'Optimism': 364775.19686, 'Ethereum': 49696544.48621, 'Ethereum-staking': 8006623.18192, 'staking': 8006623.18192, 'Fantom': 103347.48182}",66177913.528730005,"dict_keys(['Optimism', 'Ethereum', 'Ethereum-staking', 'staking', 'Fantom'])"
499,AxeDAO,Reserve Currency,Ethereum,['Ethereum'],"{'Ethereum': 0, 'Ethereum-staking': 0, 'staking': 0}",0.0,"dict_keys(['Ethereum', 'Ethereum-staking', 'staking'])"
500,xExchange,Dexes,Elrond,['MultiversX'],"{'MultiversX-staking': 67406063.32691, 'MultiversX': 74358380.25672, 'staking': 67406063.32691}",209170506.91054004,"dict_keys(['MultiversX-staking', 'MultiversX', 'staking'])"
501,Risq Protocol,Options,Binance,['BSC'],{'BSC': 416.3467},416.3467,dict_keys(['BSC'])
502,AliensFarm,Dexes,Tezos,['Tezos'],{'Tezos': 1744.06632},1744.06632,dict_keys(['Tezos'])
503,Babylon Finance,Indexes,Ethereum,['Ethereum'],"{'Ethereum': 144871.71933, 'Ethereum-staking': 2.47936, 'staking': 2.47936}",144876.67805,"dict_keys(['Ethereum', 'Ethereum-staking', 'staking'])"
504,Piggybank DAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 0, 'Avalanche-staking': 26827.17492, 'staking': 26827.17492}",53654.34984,"dict_keys(['Avalanche', 'Avalanche-staking', 'staking'])"
505,Snowdog,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 0.29171, 'Avalanche-staking': 0, 'staking': 0}",0.29171,"dict_keys(['Avalanche', 'Avalanche-staking', 'staking'])"
506,Yoshi Exchange,Dexes,Fantom,['Fantom'],"{'BSC': 553035.19404, 'Fantom': 7644669.6114}",8197704.805439999,"dict_keys(['BSC', 'Fantom'])"
507,Reverse,Reserve Currency,Harmony,['Harmony'],"{'Harmony-staking': 0, 'Harmony': 0, 'staking': 0}",0.0,"dict_keys(['Harmony-staking', 'Harmony', 'staking'])"
508,GIBXSwap,Dexes,Binance,['BSC'],"{'BSC': 501953.2429, 'BSC-staking': 237998.34346, 'staking': 237998.34346}",977949.9298200001,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
509,MintSwap,Services,Avalanche,['Avalanche'],{'Avalanche': 1475.76234},1475.76234,dict_keys(['Avalanche'])
510,BSCSwap,Dexes,Binance,['BSC'],"{'BSC': 2660901.32447, 'BSC-staking': 0, 'staking': 0}",2660901.32447,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
511,Unilend,Lending,Ethereum,['Polygon'],"{'BSC': 276.62776, 'Ethereum': 310333.07965, 'Polygon': 406279.49721}",716889.20462,"dict_keys(['BSC', 'Ethereum', 'Polygon'])"
512,DeerFi,Lending,Ethereum,['Ethereum'],{'Ethereum': 494.51007},494.51007,dict_keys(['Ethereum'])
513,SafeOHM,Reserve Currency,Binance,['BSC'],"{'BSC': 0, 'BSC-staking': 0, 'staking': 0}",0.0,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
514,LumenSwap,Dexes,Stellar,['Stellar'],{'Stellar': 6126981.84},6126981.84,dict_keys(['Stellar'])
515,SmartDEX,Dexes,Polygon,['Polygon'],{'Polygon': 287839.47844},287839.47844,dict_keys(['Polygon'])
516,CorgiSwap,Dexes,Binance,['BSC'],"{'BSC': 23416.1023, 'BSC-staking': 32000.09501, 'staking': 32000.09501}",87416.29232000001,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
517,FLRX,Dexes,Songbird,['Songbird'],{'Songbird': 2215061.51517},2215061.51517,dict_keys(['Songbird'])
518,1BCH,Dexes,SmartBCH,['smartBCH'],"{'smartBCH-staking': 2071.20116, 'smartBCH': 10913.97548, 'staking': 2071.20116}",15056.3778,"dict_keys(['smartBCH-staking', 'smartBCH', 'staking'])"
519,SwapperChan,Dexes,Boba,['Boba'],{'Boba': 23043.31549},23043.31549,dict_keys(['Boba'])
520,Jade Protocol,Reserve Currency,Binance,['Ethereum'],{'Ethereum': 0},0.0,dict_keys(['Ethereum'])
521,MooniSwap,Dexes,Ethereum,['Ethereum'],{'Ethereum': 432652.83536},432652.83536,dict_keys(['Ethereum'])
522,8ightDAO,Reserve Currency,Harmony,['Harmony'],"{'Harmony-staking': 0, 'Harmony': 0, 'staking': 0}",0.0,"dict_keys(['Harmony-staking', 'Harmony', 'staking'])"
523,OneDAO Finance,Reserve Currency,Harmony,['Harmony'],"{'Harmony-staking': 0, 'Harmony': 0.00229, 'staking': 0}",0.00229,"dict_keys(['Harmony-staking', 'Harmony', 'staking'])"
524,SmolSwap,Dexes,Cronos,['Cronos'],"{'Cronos': 2771.83619, 'Cronos-staking': 206.51291, 'staking': 206.51291}",3184.86201,"dict_keys(['Cronos', 'Cronos-staking', 'staking'])"
525,BeGlobal Finance,Dexes,Binance,['BSC'],"{'BSC': 12320.78835, 'BSC-staking': 0, 'staking': 0}",12320.78835,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
526,KwikSwap,Dexes,Ethereum,['Ethereum'],"{'Shiden-staking': 0, 'BSC': 6765.1184, 'Ethereum': 50050.05447, 'Shiden': 12286.74316, 'Ethereum-staking': 0, 'Polygon': 13858.9482, 'Polygon-staking': 0, 'staking': 0}",82960.86423,"dict_keys(['Shiden-staking', 'BSC', 'Ethereum', 'Shiden', 'Ethereum-staking', 'Polygon', 'Polygon-staking', 'staking'])"
527,Kimochi,Services,Binance,['BSC'],"{'BSC': 2404.03414, 'BSC-staking': 0, 'pool2': 568.68377, 'BSC-pool2': 568.68377, 'staking': 0}",3541.4016800000004,"dict_keys(['BSC', 'BSC-staking', 'pool2', 'BSC-pool2', 'staking'])"
528,HSwap,Dexes,Heco,['Heco'],{'Heco': 44163.50561},44163.50561,dict_keys(['Heco'])
529,MiniSwap,Dexes,Ethereum,['Ethereum'],{'Ethereum': 110864.31315},110864.31315,dict_keys(['Ethereum'])
530,Typhoon Cash,Privacy,Ethereum,['Ethereum'],{'Ethereum': 30208.32},30208.32,dict_keys(['Ethereum'])
531,TangoSwap,Dexes,SmartBCH,['smartBCH'],"{'smartBCH-staking': 61801.282, 'smartBCH': 805630.322, 'staking': 61801.282}",929232.886,"dict_keys(['smartBCH-staking', 'smartBCH', 'staking'])"
532,CyborgSwap,Dexes,Cronos,['Cronos'],"{'Cronos': 65576.35961, 'Cronos-staking': 7930.93451, 'staking': 7930.93451}",81438.22863000001,"dict_keys(['Cronos', 'Cronos-staking', 'staking'])"
533,Lobis,Reserve Currency,Ethereum,['Ethereum'],"{'Ethereum': 0, 'Ethereum-staking': 0, 'staking': 0}",0.0,"dict_keys(['Ethereum', 'Ethereum-staking', 'staking'])"
534,DEUS Finance,CDP,Ethereum,['Fantom'],"{'Ethereum': 6447.37734, 'Polygon': 0, 'Fantom': 2070006.55076}",2076453.9281,"dict_keys(['Ethereum', 'Polygon', 'Fantom'])"
535,Fortune DAO,Reserve Currency,Cronos,['Cronos'],"{'Cronos': 15929.31931, 'Cronos-staking': 14568.71185, 'staking': 14568.71185}",45066.74301,"dict_keys(['Cronos', 'Cronos-staking', 'staking'])"
536,Mesher,Lending,Klaytn,['Ethereum'],"{'Ethereum': 1248510.0299, 'Ethereum-staking': 0, 'Klaytn': 343626.97914, 'staking': 0}",1592137.00904,"dict_keys(['Ethereum', 'Ethereum-staking', 'Klaytn', 'staking'])"
537,Impossible Finance,Launchpad,Binance,['BSC'],"{'Kava': 1.50934, 'OKExChain': 1080.66167, 'Moonbeam': 0.00018, 'BSC': 683486.05703, 'Boba': 0.08885, 'Aurora': 35877.61528, 'BSC-staking': 399925.62552, 'Avalanche': 4.70624, 'staking': 399925.62552}",1520301.88963,"dict_keys(['Kava', 'OKExChain', 'Moonbeam', 'BSC', 'Boba', 'Aurora', 'BSC-staking', 'Avalanche', 'staking'])"
538,Kronos DAO,Reserve Currency,Klaytn,['Klaytn'],"{'Klaytn-staking': 543969.04648, 'Klaytn': 0.03294, 'staking': 543969.04648}",1087938.1258999999,"dict_keys(['Klaytn-staking', 'Klaytn', 'staking'])"
539,SumSwap,Dexes,Ethereum,['Ethereum'],{'Ethereum': 61341.26037},61341.26037,dict_keys(['Ethereum'])
540,FLRLoans,CDP,Songbird,['Songbird'],{'Songbird': 2722.64107},2722.64107,dict_keys(['Songbird'])
541,VampireSwap,Dexes,Fantom,['Fantom'],"{'Fantom-staking': 15.79656, 'staking': 15.79656, 'Fantom': 957.22477}",988.81789,"dict_keys(['Fantom-staking', 'staking', 'Fantom'])"
542,Definix,Dexes,Binance,['BSC'],"{'BSC': 1670143.669, 'Klaytn': 1177033.59391}",2847177.26291,"dict_keys(['BSC', 'Klaytn'])"
543,Pika Protocol,Derivatives,Optimism,['Optimism'],{'Optimism': 13390551.08778},13390551.08778,dict_keys(['Optimism'])
544,Klondike Finance,Synthetics,Ethereum,['Ethereum'],"{'Ethereum': 19223.1433, 'pool2': 134251.934, 'Ethereum-staking': 0, 'staking': 0, 'Ethereum-pool2': 134251.934}",287727.0113,"dict_keys(['Ethereum', 'pool2', 'Ethereum-staking', 'staking', 'Ethereum-pool2'])"
545,Platypus Finance,Dexes,Avalanche,['Avalanche'],"{'Avalanche': 35227133.87499, 'Avalanche-staking': 2383220.36381, 'staking': 2383220.36381}",39993574.60261001,"dict_keys(['Avalanche', 'Avalanche-staking', 'staking'])"
546,ChargeDeFi,Algo-Stables,Binance,['BSC'],"{'BSC': 3044.62176, 'BSC-staking': 3248.02786, 'pool2': 14454.80322, 'BSC-pool2': 14454.80322, 'staking': 3248.02786}",38450.28392,"dict_keys(['BSC', 'BSC-staking', 'pool2', 'BSC-pool2', 'staking'])"
547,DAO Maker Vesting,Services,Ethereum,['Step'],"{'Celo-staking': 0, 'Fantom-staking': 0, 'Step': 0, 'Polygon-vesting': 368347.06572, 'Fantom-vesting': 4947.00966, 'BSC': 0, 'Ethereum': 0, 'BSC-staking': 0, 'vesting': 25473322.903, 'Ethereum-staking': 128177334.96255, 'Celo': 0, 'Celo-vesting': 15052.89724, 'BSC-vesting': 5637689.00188, 'Fantom': 0, 'staking': 128177334.96255, 'Step-vesting': 6553210.55772, 'Ethereum-vesting': 12894076.37078, 'Step-staking': 0, 'Polygon': 0, 'Polygon-staking': 0}",307301315.7311,"dict_keys(['Celo-staking', 'Fantom-staking', 'Step', 'Polygon-vesting', 'Fantom-vesting', 'BSC', 'Ethereum', 'BSC-staking', 'vesting', 'Ethereum-staking', 'Celo', 'Celo-vesting', 'BSC-vesting', 'Fantom', 'staking', 'Step-vesting', 'Ethereum-vesting', 'Step-staking', 'Polygon', 'Polygon-staking'])"
548,LeonicornSwap,Dexes,Binance,['BSC'],"{'BSC': 30638.05997, 'BSC-staking': 0, 'staking': 0}",30638.05997,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
549,Oddz,Options,Binance,['Avalanche'],"{'pool2': 106624.12869, 'BSC-pool2': 53312.06434, 'BSC': 6.37663, 'BSC-staking': 24287.26752, 'Avalanche': 142861.85259, 'Avalanche-staking': 8072.24312, 'Avalanche-pool2': 53312.06434, 'staking': 32359.51064}",420835.50787,"dict_keys(['pool2', 'BSC-pool2', 'BSC', 'BSC-staking', 'Avalanche', 'Avalanche-staking', 'Avalanche-pool2', 'staking'])"
550,Metaversepro,Reserve Currency,Binance,['BSC'],"{'BSC': 0, 'BSC-staking': 10246.00313, 'staking': 10246.00313}",20492.00626,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
551,Fortress,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 18385.27608, 'Avalanche-staking': 5661.80656, 'staking': 5661.80656}",29708.8892,"dict_keys(['Avalanche', 'Avalanche-staking', 'staking'])"
552,RaDao,Reserve Currency,Binance,['BSC'],"{'BSC': 0, 'BSC-staking': 131.65682, 'staking': 131.65682}",263.31364,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
553,Maximizer,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 1.15196, 'Avalanche-staking': 0, 'staking': 0}",1.15196,"dict_keys(['Avalanche', 'Avalanche-staking', 'staking'])"
554,Xensa,Lending,OKExChain,['OKExChain'],{'OKExChain': 31.53485},31.53485,dict_keys(['OKExChain'])
555,Nidhi-Dao,Reserve Currency,Polygon,['Polygon'],{'Polygon': 0},0.0,dict_keys(['Polygon'])
556,CerberusDAO,Reserve Currency,Ethereum,['Ethereum'],"{'Ethereum': 6528.00024, 'Ethereum-staking': 0, 'staking': 0}",6528.00024,"dict_keys(['Ethereum', 'Ethereum-staking', 'staking'])"
557,Pidao Finance,Reserve Currency,Binance,['BSC'],"{'BSC': 1.16512, 'BSC-staking': 0, 'staking': 0}",1.16512,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
558,Genesis Finance,Dexes,Cronos,['Cronos'],"{'Cronos': 1409.50896, 'pool2': 22.98568, 'Cronos-pool2': 22.98568, 'Cronos-staking': 0, 'staking': 0}",1455.48032,"dict_keys(['Cronos', 'pool2', 'Cronos-pool2', 'Cronos-staking', 'staking'])"
559,Manifest,Services,Ethereum,['Ethereum'],"{'Ethereum': 0.12448, 'Ethereum-staking': 0, 'staking': 0}",0.12448,"dict_keys(['Ethereum', 'Ethereum-staking', 'staking'])"
560,R U Generous,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 0, 'Avalanche-staking': 793041.63818, 'staking': 793041.63818}",1586083.27636,"dict_keys(['Avalanche', 'Avalanche-staking', 'staking'])"
561,Soda Protocol,Lending,Solana,['Solana'],{'Solana': 1054.7811},1054.7811,dict_keys(['Solana'])
562,KnightSwap Finance,Dexes,Binance,['BSC'],"{'BSC': 7433153.4595, 'BSC-staking': 580563.54294, 'Fantom-staking': 248250.94717, 'staking': 828814.49011, 'Fantom': 937918.28182}",10028700.721539998,"dict_keys(['BSC', 'BSC-staking', 'Fantom-staking', 'staking', 'Fantom'])"
563,Shinobi,Dexes,Ubiq,['Ubiq'],{'Ubiq': 297005.59108},297005.59108,dict_keys(['Ubiq'])
564,4Swap,Dexes,Mixin,['Mixin'],{'Mixin': 63395123.88342},63395123.88342,dict_keys(['Mixin'])
565,FlatQube,Dexes,Everscale,['Everscale'],{'Everscale': 7869157.03336},7869157.03336,dict_keys(['Everscale'])
566,Nearpad,Dexes,Aurora,['Aurora'],{'Aurora': 401983.67148},401983.67148,dict_keys(['Aurora'])
567,Buffer Finance,Options,Binance,['Arbitrum'],"{'Arbitrum-staking': 6666076.10257, 'Arbitrum': 1917290.02123, 'staking': 6666076.10257}",15249442.22637,"dict_keys(['Arbitrum-staking', 'Arbitrum', 'staking'])"
568,Swarm Markets,Dexes,Ethereum,['Ethereum'],"{'Ethereum': 497244.04182, 'Polygon': 313212.80324}",810456.84506,"dict_keys(['Ethereum', 'Polygon'])"
569,Vexchange,Dexes,VeChain,['VeChain'],{'VeChain': 1359927.06207},1359927.06207,dict_keys(['VeChain'])
570,MoonDao,Reserve Currency,Moonriver,['Moonriver'],"{'Moonriver-staking': 0, 'Moonriver': 77.30392, 'staking': 0}",77.30392,"dict_keys(['Moonriver-staking', 'Moonriver', 'staking'])"
571,DeHive,Indexes,Ethereum,['Ethereum'],"{'pool2': 17090.04315, 'Polygon-pool2': 6385.19644, 'Gnosis-pool2': 4505.2874, 'BSC-pool2': 6192.41867, 'Ethereum-pool2': 7.14064, 'BSC': 36500.17931, 'Ethereum': 53303.32357, 'Gnosis': 9022.26206, 'BSC-staking': 16114.41557, 'Ethereum-staking': 17187.96484, 'Polygon': 6385.19644, 'Polygon-staking': 15553.02109, 'Gnosis-staking': 3999.45587, 'staking': 52854.85737}",245100.76242000004,"dict_keys(['pool2', 'Polygon-pool2', 'Gnosis-pool2', 'BSC-pool2', 'Ethereum-pool2', 'BSC', 'Ethereum', 'Gnosis', 'BSC-staking', 'Ethereum-staking', 'Polygon', 'Polygon-staking', 'Gnosis-staking', 'staking'])"
572,Drift,Derivatives,Solana,['Solana'],{'Solana': 5341858.82004},5341858.82004,dict_keys(['Solana'])
573,StellarX,Dexes,Stellar,['Stellar'],{},0.0,dict_keys([])
574,XEUS,Reserve Currency,Binance,['BSC'],"{'BSC': 515369.99496, 'BSC-staking': 72047.73762, 'staking': 72047.73762}",659465.4702,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
575,TaiChi,Reserve Currency,Binance,['BSC'],"{'BSC': 8429.19629, 'BSC-staking': 0, 'staking': 0}",8429.19629,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
576,Omicron,Reserve Currency,Arbitrum,['Arbitrum'],"{'Arbitrum-staking': 0, 'Arbitrum': 20312.34495, 'staking': 0}",20312.34495,"dict_keys(['Arbitrum-staking', 'Arbitrum', 'staking'])"
577,WingSwap,Dexes,Fantom,['Fantom'],"{'Fantom-staking': 9238.33614, 'staking': 9238.33614, 'Fantom': 214560.26371}",233036.93599,"dict_keys(['Fantom-staking', 'staking', 'Fantom'])"
578,Tornadao,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 12.73094, 'Avalanche-staking': 0, 'staking': 0}",12.73094,"dict_keys(['Avalanche', 'Avalanche-staking', 'staking'])"
579,ChickenSwap,Dexes,Ethereum,['Ethereum'],"{'Ethereum': 203846.55394, 'pool2': 1383.73533, 'Ethereum-staking': 6241.76808, 'staking': 6241.76808, 'Ethereum-pool2': 1383.73533}",219097.56076000002,"dict_keys(['Ethereum', 'pool2', 'Ethereum-staking', 'staking', 'Ethereum-pool2'])"
580,PartySwap,Dexes,Avalanche,['Avalanche'],"{'Avalanche': 20614.20285, 'Avalanche-staking': 317.0523, 'staking': 317.0523}",21248.30745,"dict_keys(['Avalanche', 'Avalanche-staking', 'staking'])"
581,Luxor Money,Reserve Currency,Fantom,['Fantom'],"{'Fantom-staking': 36973.35608, 'staking': 36973.35608, 'Fantom': 71367.38343}",145314.09558999998,"dict_keys(['Fantom-staking', 'staking', 'Fantom'])"
582,WannaSwap,Dexes,Aurora,['Aurora'],"{'Aurora-staking': 11988.58958, 'Aurora': 227544.72151, 'staking': 11988.58958}",251521.90067,"dict_keys(['Aurora-staking', 'Aurora', 'staking'])"
583,VikingsFinance,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 0, 'Avalanche-staking': 0, 'staking': 0}",0.0,"dict_keys(['Avalanche', 'Avalanche-staking', 'staking'])"
584,GalaxyGoogle DAO,Reserve Currency,Avalanche,['BSC'],"{'BSC': 20465.60199, 'BSC-staking': 0, 'Avalanche': 0.78208, 'Avalanche-staking': 0, 'staking': 0}",20466.38407,"dict_keys(['BSC', 'BSC-staking', 'Avalanche', 'Avalanche-staking', 'staking'])"
585,Mobius Finance,Synthetics,Polygon,['Polygon'],"{'Polygon': 58859.53001, 'pool2': 27361.02093, 'Polygon-pool2': 27361.02093, 'Polygon-staking': 35824.25656, 'staking': 35824.25656}",185230.08499,"dict_keys(['Polygon', 'pool2', 'Polygon-pool2', 'Polygon-staking', 'staking'])"
586,KryptoDex,Dexes,Cronos,['Cronos'],"{'Cronos': 35443.05116, 'Cronos-staking': 854.51215, 'staking': 854.51215}",37152.07546000001,"dict_keys(['Cronos', 'Cronos-staking', 'staking'])"
587,MidasDAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 0, 'Avalanche-staking': 0, 'staking': 0}",0.0,"dict_keys(['Avalanche', 'Avalanche-staking', 'staking'])"
588,O2 DAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 170605.97292, 'Avalanche-staking': 14293.36782, 'staking': 14293.36782}",199192.70856,"dict_keys(['Avalanche', 'Avalanche-staking', 'staking'])"
589,Life DAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 97.48968, 'Avalanche-staking': 0, 'staking': 0}",97.48968,"dict_keys(['Avalanche', 'Avalanche-staking', 'staking'])"
590,OCP Finance,Lending,Binance,['BSC'],"{'BSC': 22799.03619, 'BSC-borrowed': 0.42839, 'borrowed': 0.42839}",22799.89297,"dict_keys(['BSC', 'BSC-borrowed', 'borrowed'])"
591,REX Staking,Lending,Telos,['Telos'],{'Telos': 27603988.69848},27603988.69848,dict_keys(['Telos'])
592,Giza DAO,Reserve Currency,Fantom,['Fantom'],"{'Fantom-staking': 57134.65106, 'staking': 57134.65106, 'Fantom': 0}",114269.30212,"dict_keys(['Fantom-staking', 'staking', 'Fantom'])"
593,YokaiSwap,Dexes,Godwoken,['GodwokenV1'],"{'Godwoken': 1180524.49141, 'GodwokenV1-staking': 317291.80265, 'GodwokenV1': 3205936.96539, 'staking': 317291.80265}",5021045.0621,"dict_keys(['Godwoken', 'GodwokenV1-staking', 'GodwokenV1', 'staking'])"
594,WagyuSwap,Dexes,Velas,['Velas'],{'Velas': 2083112.31432},2083112.31432,dict_keys(['Velas'])
595,Thorstarter,Launchpad,Ethereum,['Ethereum'],"{'Ethereum': 159746.63198, 'Ethereum-staking': 48271.43049, 'staking': 48271.43049}",256289.49296,"dict_keys(['Ethereum', 'Ethereum-staking', 'staking'])"
596,DefySwap,Dexes,Fantom,['Fantom'],"{'Echelon': 0, 'Fantom-staking': 10.21352, 'staking': 10.21352, 'Fantom': 4265.39397}",4285.82101,"dict_keys(['Echelon', 'Fantom-staking', 'staking', 'Fantom'])"
597,MM Finance Cronos,Dexes,Cronos,['Cronos'],"{'Cronos': 11515227.92097, 'Cronos-staking': 51497.53137, 'staking': 51497.53137}",11618222.983710002,"dict_keys(['Cronos', 'Cronos-staking', 'staking'])"
598,SafeSwap,Dexes,Polygon,['Polygon'],"{'Ethereum': 7223.19588, 'Polygon': 16132.09888}",23355.29476,"dict_keys(['Ethereum', 'Polygon'])"
599,Soy Finance,Dexes,Callisto,['Callisto'],"{'BSC': 0.15578, 'Bittorrent': 26258.64356, 'Callisto': 1102298.18488, 'EthereumClassic': 112757.7396}",1241314.72382,"dict_keys(['BSC', 'Bittorrent', 'Callisto', 'EthereumClassic'])"
600,CheeseDAO,Reserve Currency,Harmony,['Harmony'],{'Harmony': 0},0.0,dict_keys(['Harmony'])
601,Ice DAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 0, 'Avalanche-staking': 36.48451, 'staking': 36.48451}",72.96902,"dict_keys(['Avalanche', 'Avalanche-staking', 'staking'])"
602,Papa DAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 13.10962, 'Avalanche-staking': 0, 'staking': 0}",13.10962,"dict_keys(['Avalanche', 'Avalanche-staking', 'staking'])"
603,Pumpkin DAO,Reserve Currency,Fantom,['Fantom'],"{'Fantom-staking': 2335.11913, 'staking': 2335.11913, 'Fantom': 0}",4670.23826,"dict_keys(['Fantom-staking', 'staking', 'Fantom'])"
604,Stargate Finance,Reserve Currency,Binance,['BSC'],"{'BSC': 217604.99283, 'BSC-staking': 40654.25866, 'staking': 40654.25866}",298913.51015,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
605,TempoDAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 3.22915, 'Avalanche-staking': 0, 'staking': 0}",3.22915,"dict_keys(['Avalanche', 'Avalanche-staking', 'staking'])"
606,Euler,Lending,Ethereum,['Ethereum'],"{'Ethereum': 10157405.09163, 'Ethereum-borrowed': 0, 'borrowed': 0}",10157405.09163,"dict_keys(['Ethereum', 'Ethereum-borrowed', 'borrowed'])"
607,Drops,NFT Lending,Ethereum,['Ethereum'],"{'pool2': 144313.27159, 'Ethereum-pool2': 144313.27159, 'Ethereum': 2423790.1614, 'Ethereum-staking': 47180.95246, 'Ethereum-borrowed': 572266.28306, 'borrowed': 572266.28306, 'staking': 47180.95246}",3951311.1756200003,"dict_keys(['pool2', 'Ethereum-pool2', 'Ethereum', 'Ethereum-staking', 'Ethereum-borrowed', 'borrowed', 'staking'])"
