,date,tvl
117,1544486400,522890.07328542694
118,1544572800,516384.26803687564
119,1544659200,529096.5960931866
120,1544745600,527801.9575889067
121,1544832000,511493.1882671898
122,1544918400,504992.578439683
123,1545004800,531424.6638083155
124,1545091200,580282.1295610744
125,1545177600,607974.944391748
126,1545264000,602547.1284082608
127,1545350400,646421.7831479356
128,1545436800,634009.0521960746
129,1545523200,663369.4363943114
130,1545609600,701612.3395428065
131,1545696000,731680.2199601284
132,1545782400,697464.5456051998
133,1545868800,695708.3493569558
134,1545955200,654473.5302325152
135,1546041600,682605.8815788666
136,1546128000,719241.8821713876
137,1546214400,720835.0093008894
138,1546300800,699069.5240717586
139,1546387200,713181.0293528535
140,1546473600,755138.4388398076
141,1546560000,274599216.5467501
142,1546646400,289449383.8958796
143,1546732800,298144771.0486412
144,1546819200,287004710.6015912
145,1546905600,285901039.51179826
146,1546992000,279062857.20600134
147,1547078400,106763755.71636091
148,1547164800,245175262.96356374
149,1547251200,279586520.41298276
150,1547337600,246172273.3410655
151,1547424000,179211977.49544504
152,1547510400,250089633.0423821
153,1547596800,252137088.9183073
154,1547683200,255363293.35682568
155,1547769600,266572969.36725307
156,1547856000,233505080.1676383
157,1547942400,240508909.15970036
158,1548028800,237271986.5608903
159,1548115200,230045471.4415664
160,1548201600,224348522.24006665
161,1548288000,232041519.8890248
162,1548374400,229986929.11042336
163,1548460800,230304050.2073657
164,1548547200,233738032.43050697
165,1548633600,228507377.7058873
166,1548720000,100088242.01122844
167,1548806400,207373863.3906516
168,1548892800,211065317.88266465
169,1548979200,217130198.68619102
170,1549065600,215638152.7622744
171,1549152000,218413965.35131797
172,1549238400,218450867.2665952
173,1549324800,217792602.89917266
174,1549411200,219542912.72608963
175,1549497600,212069514.9147543
176,1549584000,217348188.240022
177,1549670400,222328389.676167
178,1549756800,248044581.88204458
179,1549843200,244769345.5000362
180,1549929600,251165555.4979725
181,1550016000,249083675.10861078
182,1550102400,254813349.26434085
183,1550188800,251551142.2598406
184,1550275200,255508053.99399123
185,1550361600,255475052.9189532
186,1550448000,267673560.05481654
187,1550534400,290890575.89567745
188,1550620800,310422033.63080406
189,1550707200,307696440.72122765
190,1550793600,307593656.27433646
191,1550880000,315790959.74042314
192,1550966400,316424338.9598752
193,1551052800,350504027.11992747
194,1551139200,296357964.04179406
195,1551225600,295723661.9425178
196,1551312000,298998902.744958
197,1551398400,296732205.53738886
198,1551484800,301323973.6681312
199,1551571200,290650609.9279383
200,1551657600,292581476.9123212
201,1551744000,276332811.07104367
202,1551830400,282959534.17565167
203,1551916800,306659213.0692089
204,1552003200,309604376.490125
205,1552089600,301348525.3664042
206,1552176000,311673200.9796746
207,1552262400,300775173.0502961
208,1552348800,298112406.0129721
209,1552435200,299974739.7425374
210,1552521600,294601000.31485635
211,1552608000,297583712.03812814
212,1552694400,303429617.6642244
213,1552780800,322079287.9948197
214,1552867200,321999888.39703506
215,1552953600,317934011.47912526
216,1553040000,315112749.86684823
217,1553126400,315576933.9005474
218,1553212800,312904797.83507395
219,1553299200,305569013.5563781
220,1553385600,307322827.8330581
221,1553472000,308465104.5218207
222,1553558400,302467379.1152506
223,1553644800,298687603.9689998
224,1553731200,313753813.9719208
225,1553817600,306909907.5477661
226,1553904000,315642055.58471566
227,1553990400,321229575.6471635
228,1554076800,318458095.5298247
229,1554163200,316039006.35734767
230,1554249600,345246745.3247333
231,1554336000,376555535.22924584
232,1554422400,361837983.6327682
233,1554508800,370599479.42897964
234,1554595200,369823883.2994387
235,1554681600,380322054.11988235
236,1554768000,399882650.82036465
237,1554854400,399793118.77249795
238,1554940800,407724886.70687544
239,1555027200,373003622.98673064
240,1555113600,373552904.5113688
241,1555200000,365735726.70863503
242,1555286400,366525358.61853725
243,1555372800,369839254.59276885
244,1555459200,359536297.7914762
245,1555545600,372142779.5773293
246,1555632000,378069367.02584124
247,1555718400,380711093.4765778
248,1555804800,373972566.90452105
249,1555891200,363681991.7752736
250,1555977600,371389362.12688047
251,1556064000,378834253.1835119
252,1556150400,355144742.55732685
253,1556236800,351220412.18444383
254,1556323200,334034667.2198344
255,1556409600,332100258.9704678
256,1556496000,336887916.59972656
257,1556582400,326320279.3697888
258,1556668800,340792620.4426451
259,1556755200,348261750.3008274
260,1556841600,341295444.5478858
261,1556928000,349141798.4648047
262,1557014400,344733727.440365
263,1557100800,345587954.6195502
264,1557187200,345577721.6350232
265,1557273600,376302415.9830287
266,1557360000,356026755.4258059
267,1557446400,357614470.5402375
268,1557532800,353888284.63789433
269,1557619200,380797370.19068015
270,1557705600,386154441.04330873
271,1557792000,392196014.6255084
272,1557878400,418493242.3434855
273,1557964800,459886211.5833226
274,1558051200,464426509.6571127
275,1558137600,430276109.87866724
276,1558224000,440806369.2273252
277,1558310400,470710432.58242047
278,1558396800,460925341.99592924
279,1558483200,459486111.56023437
280,1558569600,459687703.3978548
281,1558656000,437722722.16142833
282,1558742400,471089698.07047594
283,1558828800,479325358.69266057
284,1558915200,462183126.0302513
285,1559001600,489230450.15744567
286,1559088000,477609628.4247149
287,1559174400,473740661.92507786
288,1559260800,494513700.3387251
289,1559347200,453123718.9447444
290,1559433600,478672806.6386012
291,1559520000,480425642.22736084
292,1559606400,469145969.33814037
293,1559692800,438347053.83645016
294,1559779200,440023789.22625184
295,1559865600,444349354.0296256
296,1559952000,447768141.1349998
297,1560038400,448547919.211075
298,1560124800,438688778.5476846
299,1560211200,440517796.4172091
300,1560297600,436187444.459561
301,1560384000,452773598.4116031
302,1560470400,464995340.6933229
303,1560556800,462950691.3325295
304,1560643200,474011850.8905503
305,1560729600,487529216.66752714
306,1560816000,491505670.21152186
307,1560902400,483471544.55887014
308,1560988800,482885169.86573565
309,1561075200,484178991.2226769
310,1561161600,520947741.0484355
311,1561248000,549638601.3784447
312,1561334400,547764947.1271148
313,1561420800,549228932.682881
314,1561507200,547626425.945781
315,1561593600,572470152.5935957
316,1561680000,533706464.7965959
317,1561766400,527182132.85828334
318,1561852800,522996124.66373616
319,1561939200,516964997.97664696
320,1562025600,509540358.809047
321,1562112000,481895550.13195986
322,1562198400,511009468.0382009
323,1562284800,516634325.98540914
324,1562371200,515482838.3323654
325,1562457600,507164983.1976755
326,1562544000,514515636.14780295
327,1562630400,540965409.2692611
328,1562716800,546261324.1834671
329,1562803200,539230367.4105124
330,1562889600,485007396.2771761
331,1562976000,491203601.64375454
332,1563062400,474452619.6070041
333,1563148800,438495505.97108406
334,1563235200,437669477.8578065
335,1563321600,447659615.15082866
336,1563408000,426554349.9743365
337,1563494400,418873928.3896458
338,1563580800,420192631.3342518
339,1563667200,438223590.43454736
340,1563753600,471904630.14652175
341,1563840000,422239246.6270971
342,1563926400,395677947.4428297
343,1564012800,431167073.74297094
344,1564099200,412156470.63699275
345,1564185600,409228366.4053383
346,1564272000,395848567.47978586
347,1564358400,397304354.9739272
348,1564444800,396019973.5910798
349,1564531200,395469698.06403613
350,1564617600,403816739.76572555
351,1564704000,403916693.6887966
352,1564790400,415353353.7789241
353,1564876800,421275494.36398244
354,1564963200,416307528.09262115
355,1565049600,438758193.48121625
356,1565136000,426396229.2600871
357,1565222400,424572708.24235153
358,1565308800,418910932.2078217
359,1565395200,422502121.75881344
360,1565481600,422527561.30579984
361,1565568000,428681036.20229703
362,1565654400,431835429.30694294
363,1565740800,436260022.7005841
364,1565827200,435157899.5072937
365,1565913600,403659775.9549012
366,1566000000,403936430.7760774
367,1566086400,409325701.76069236
368,1566172800,412082191.64490414
369,1566259200,440641534.2906913
370,1566345600,435874740.78243166
371,1566432000,420992405.89962524
372,1566518400,419765125.2952714
373,1566604800,426132772.0496303
374,1566691200,424448524.637842
375,1566777600,427162566.869452
376,1566864000,428761516.6959146
377,1566950400,422231189.5805305
378,1567036800,433338791.7609312
379,1567123200,402265076.9209858
380,1567209600,413308063.4806641
381,1567296000,408865570.3058126
382,1567382400,408617938.0730422
383,1567468800,414327920.60689557
384,1567555200,427592182.85454094
385,1567641600,437792058.4445717
386,1567728000,424677836.4198368
387,1567814400,429314306.45953137
388,1567900800,415514704.35475427
389,1567987200,437244961.5153526
390,1568073600,440777734.6992423
391,1568160000,442012007.1544363
392,1568246400,437363812.7477356
393,1568332800,439333178.62108827
394,1568419200,444514190.1430322
395,1568505600,444015607.19810563
396,1568592000,463150037.38718307
397,1568678400,475819315.7531844
398,1568764800,489655847.872107
399,1568851200,512354566.44975764
400,1568937600,507504345.85768306
401,1569024000,526188941.5844892
402,1569110400,521950548.65020734
403,1569196800,511836554.7182506
404,1569283200,508642104.8093327
405,1569369600,479939148.9182491
406,1569456000,419830923.40418047
407,1569542400,430577736.0645554
408,1569628800,435484746.34683484
409,1569715200,452499019.57964736
410,1569801600,444312750.5078141
411,1569888000,448780550.6867828
412,1569974400,462806381.5550288
413,1570060800,456060873.76455545
414,1570147200,457397675.78372955
415,1570233600,455044896.0347716
416,1570320000,454564819.10531473
417,1570406400,450240004.29218036
418,1570492800,452993690.3360721
419,1570579200,470377344.0731281
420,1570665600,480879655.6533191
421,1570752000,498136359.1163191
422,1570838400,488559711.19852453
423,1570924800,485294817.545967
424,1571011200,482293439.6097343
425,1571097600,485434331.9696745
426,1571184000,489179234.2426058
427,1571270400,469616734.5869597
428,1571356800,476986883.1781949
429,1571443200,474796222.4543513
430,1571529600,477067349.59320694
431,1571616000,473410743.94111645
432,1571702400,482179396.63340384
433,1571788800,489535329.685794
434,1571875200,506107369.598123
435,1571961600,477706800.29429436
436,1572048000,496484096.7619103
437,1572134400,552320499.2874279
438,1572220800,569281625.7521683
439,1572307200,583312974.2892666
440,1572393600,595498123.3451871
441,1572480000,573670641.5027922
442,1572566400,544660766.5095344
443,1572652800,548796900.0445673
444,1572739200,550792164.488505
445,1572825600,548135868.187616
446,1572912000,587352383.8702878
447,1572998400,584312852.5856669
448,1573084800,585226729.289115
449,1573171200,579765024.2147112
450,1573257600,591397774.6364741
451,1573344000,590928222.2887931
452,1573430400,582994109.63768
453,1573516800,585440752.4674176
454,1573603200,599549087.1543591
455,1573689600,592048194.0173358
456,1573776000,586583447.0535232
457,1573862400,575146365.4288459
458,1573948800,554685004.4668983
459,1574035200,584913781.9002538
460,1574121600,597505983.9877232
461,1574208000,584590693.2004532
462,1574294400,601166799.7793647
463,1574380800,596601841.3390964
464,1574467200,559510862.7089504
465,1574553600,563613821.7736865
466,1574640000,568531519.2207427
467,1574726400,578090686.968631
468,1574812800,602909666.3937497
469,1574899200,606572283.612494
470,1574985600,652745777.6113769
471,1575072000,634284692.1217265
472,1575158400,616486889.4786026
473,1575244800,599775824.1462908
474,1575331200,591785641.6069835
475,1575417600,613622919.5373749
476,1575504000,609710978.3928809
477,1575590400,613265175.2551166
478,1575676800,606924074.5671383
479,1575763200,608084763.2871834
480,1575849600,600057804.331419
481,1575936000,626620524.4287277
482,1576022400,612610042.8999233
483,1576108800,598418162.9976723
484,1576195200,598891835.1427327
485,1576281600,610302780.3250414
486,1576368000,601277365.8841048
487,1576454400,614100552.0507691
488,1576540800,614922111.2140322
489,1576627200,591418026.6967419
490,1576713600,554674539.0341471
491,1576800000,586303333.5661601
492,1576886400,588677858.5703661
493,1576972800,590223947.9150548
494,1577059200,597065988.5148921
495,1577145600,611009046.5525681
496,1577232000,596967533.370746
497,1577318400,590736041.1629977
498,1577404800,588030510.7049805
499,1577491200,578695548.117528
500,1577577600,591130034.122089
501,1577664000,594905682.1463624
502,1577750400,606928027.9830143
503,1577836800,600974098.5223527
504,1577923200,600475426.8665034
505,1578009600,595023243.7799438
506,1578096000,603011311.5981144
507,1578182400,604918356.5041469
508,1578268800,608544189.2020258
509,1578355200,621373769.9166354
510,1578441600,608775950.6189531
511,1578528000,631744029.7001511
512,1578614400,588579405.9037664
513,1578700800,586542003.285562
514,1578787200,609479810.5317576
515,1578873600,591792882.5103978
516,1578960000,611369758.1556948
517,1579046400,647241105.0446268
518,1579132800,708217053.3216233
519,1579219200,687575327.7391526
520,1579305600,726928493.1518344
521,1579392000,714215063.3842981
522,1579478400,708272414.4535244
523,1579564800,681814186.0111793
524,1579651200,715415539.5241129
525,1579737600,712487864.5206481
526,1579824000,699847158.7246655
527,1579910400,691091857.8396324
528,1579996800,687592690.8820405
529,1580083200,694489419.2113737
530,1580169600,720323457.4683279
531,1580256000,751219615.9380198
532,1580342400,766148878.7414674
533,1580428800,767330871.823687
534,1580515200,779169718.6083032
535,1580601600,790039205.1967405
536,1580688000,812075702.3879889
537,1580774400,800601399.3666561
538,1580860800,793372270.8061433
539,1580947200,826199345.0492069
540,1581033600,861676596.8827206
541,1581120000,890679790.1688511
542,1581206400,897031238.5473869
543,1581292800,897976266.0521959
544,1581379200,851990578.5863488
545,1581465600,890132554.4650377
546,1581552000,969119041.96389
547,1581638400,993503986.3366867
548,1581724800,1024289283.5103885
549,1581811200,1043201019.0582296
550,1581897600,994640687.46395
551,1581984000,940413892.9585744
552,1582070400,989717256.1133616
553,1582156800,962910304.6746418
554,1582243200,870566384.7953501
555,1582329600,898248251.4426733
556,1582416000,901167529.646774
557,1582502400,927006823.3436893
558,1582588800,932617103.1549256
559,1582675200,902726233.6530067
560,1582761600,821746638.633726
561,1582848000,814199074.2579995
562,1582934400,790194210.0079886
563,1583020800,812330336.2326767
564,1583107200,804035617.5388845
565,1583193600,795128938.3461317
566,1583280000,818545013.1206042
567,1583366400,800802943.0166849
568,1583452800,817846567.4017212
569,1583539200,830237850.0925843
570,1583625600,845447255.0515356
571,1583712000,797000039.3919798
572,1583798400,728065032.3935313
573,1583884800,728980796.4840232
574,1583971200,735636766.5558681
575,1584057600,513311865.4179214
576,1584144000,486480681.56876206
577,1584230400,486442983.22679937
578,1584316800,465463999.59754
579,1584403200,392655640.14683294
580,1584489600,433941958.3651413
581,1584576000,428285637.50691575
582,1584662400,459904784.07770026
583,1584748800,517562787.3440907
584,1584835200,478043290.1589785
585,1584921600,471325178.3096976
586,1585008000,460142451.8757891
587,1585094400,501477060.1745134
588,1585180800,502357758.03412265
589,1585267200,508684046.4988845
590,1585353600,512163077.542346
591,1585440000,498797019.21772224
592,1585526400,497193587.8291699
593,1585612800,509298110.71991634
594,1585699200,519152798.32492244
595,1585785600,524023076.3595537
596,1585872000,538835388.6535022
597,1585958400,566588968.240534
598,1586044800,556262905.377139
599,1586131200,559401376.0741788
600,1586217600,580784302.9994626
601,1586304000,629661716.4219959
602,1586390400,616495148.6192836
603,1586476800,619025486.1888794
604,1586563200,572744039.0378114
605,1586649600,577445841.8046013
606,1586736000,573069056.2097067
607,1586822400,568466822.5166088
608,1586908800,575260765.0543717
609,1586995200,574020742.7721837
610,1587081600,604254210.0917301
611,1587168000,614489281.9541312
612,1587254400,626708978.9898648
613,1587340800,664403029.36022
614,1587427200,650984265.394932
615,1587513600,629181863.4097415
616,1587600000,651341348.6395429
617,1587686400,668360444.5809926
618,1587772800,681304337.6777332
619,1587859200,691642421.5116743
620,1587945600,695010933.890916
621,1588032000,703344403.7614658
622,1588118400,713874496.6303535
623,1588204800,757541662.7323998
624,1588291200,750419474.5301481
625,1588377600,763657632.1394908
626,1588464000,768170017.1189501
627,1588550400,785149051.1690995
628,1588636800,744391624.5145433
629,1588723200,749150464.9046819
630,1588809600,794843337.7476753
631,1588896000,770046389.6556581
632,1588982400,789413340.7251041
633,1589068800,796091830.46654
634,1589155200,748050775.7838455
635,1589241600,723966707.2971246
636,1589328000,717466246.8887203
637,1589414400,725854388.0397582
638,1589500800,746493281.8382783
639,1589587200,736185434.2735622
640,1589673600,739160832.2506266
641,1589760000,753161356.9099799
642,1589846400,771267560.9942135
643,1589932800,834669583.876142
644,1590019200,849562325.1154588
645,1590105600,920422535.9326952
646,1590192000,923884942.8459972
647,1590278400,948852249.4371948
648,1590364800,1018094154.2479666
649,1590451200,994207022.5608053
650,1590537600,997207733.4182352
651,1590624000,1004553056.3694205
652,1590710400,988379472.6111741
653,1590796800,1022288528.9327854
654,1590883200,1081725165.9991915
655,1590969600,1103411315.0722914
656,1591056000,1093766878.5016296
657,1591142400,1130922796.1159663
658,1591228800,1116715397.0431662
659,1591315200,1129616481.7414367
660,1591401600,1145592407.0356429
661,1591488000,1149429993.4902804
662,1591574400,1136249829.8795042
663,1591660800,1162975356.8638036
664,1591747200,1150023590.0207217
665,1591833600,1106486142.8307345
666,1591920000,1176830740.6160972
667,1592006400,1148214794.6671906
668,1592092800,1138867665.4837503
669,1592179200,1107136714.119795
670,1592265600,1097311916.1173663
671,1592352000,1205783821.6134355
672,1592438400,1298762225.8702009
673,1592524800,1402041264.7319021
674,1592611200,1477207200.603538
675,1592697600,1585644280.625212
676,1592784000,1660589748.1976745
677,1592870400,1648201268.6514153
678,1592956800,1738690014.3580093
679,1593043200,1816288498.8553638
680,1593129600,1819729383.9332988
681,1593216000,1848375172.3328724
682,1593302400,1878432970.2197757
683,1593388800,1846427352.681785
684,1593475200,1855875779.392206
685,1593561600,1839935531.7908053
686,1593648000,1896844034.9757674
687,1593734400,1973859871.7327526
688,1593820800,2015833898.7587407
689,1593907200,2033744031.3784642
690,1593993600,2054022355.6192033
691,1594080000,2167642861.6374197
692,1594166400,2206990810.577039
693,1594252800,2287152686.48975
694,1594339200,2316221330.725282
695,1594425600,2319803983.7155776
696,1594512000,2357406104.88884
697,1594598400,2376294214.214118
698,1594684800,2402759539.6841207
699,1594771200,2346109750.5778246
700,1594857600,2389419678.8520684
701,1594944000,2382580225.07661
702,1595030400,2498530476.9195666
703,1595116800,2461249708.701046
704,1595203200,2589173576.4487643
705,1595289600,2699923585.5040207
706,1595376000,2779545532.888216
707,1595462400,2868105485.25666
708,1595548800,3063163855.955825
709,1595635200,3149137769.3830605
710,1595721600,3158310811.418005
711,1595808000,3223131178.7262077
712,1595894400,3231716212.0369253
713,1595980800,3265817718.021809
714,1596067200,3372859588.9838777
715,1596153600,3419970211.392941
716,1596240000,3535572107.038812
717,1596326400,3730489914.040818
718,1596412800,3649922335.0680857
719,1596499200,3793924272.5666466
720,1596585600,3860531273.6004033
721,1596672000,4059493564.299979
722,1596758400,3991095629.337617
723,1596844800,4044108031.951928
724,1596931200,4095072693.8764324
725,1597017600,4218284221.541878
726,1597104000,4293490935.742044
727,1597190400,4246375027.447482
728,1597276800,4280075483.707815
729,1597363200,4466369308.6534395
730,1597449600,4945671689.060596
731,1597536000,5243137818.335999
732,1597622400,5286469237.306754
733,1597708800,5528191308.421803
734,1597795200,5566914995.032211
735,1597881600,5579142935.474915
736,1597968000,5729999811.982184
737,1598054400,5631943466.8628845
738,1598140800,5527471476.409653
739,1598227200,5594552341.424018
740,1598313600,5722678636.451382
741,1598400000,5939451249.487397
742,1598486400,6063889545.126998
743,1598572800,6199966814.550804
744,1598659200,6596953821.777384
745,1598745600,6900784997.09285
746,1598832000,7292935310.983963
747,1598918400,7685670623.428247
748,1599004800,8659513186.068417
749,1599091200,8482365272.27262
750,1599177600,8130591462.452787
751,1599264000,8048919189.211984
752,1599350400,6838731298.575898
753,1599436800,7144458087.932278
754,1599523200,7081017595.152216
755,1599609600,6955097953.276756
756,1599696000,7113308937.733766
757,1599782400,7752121071.251095
758,1599868800,7741851820.495805
759,1599955200,7934917453.527193
760,1600041600,7787731552.785136
761,1600128000,7898616481.332455
762,1600214400,7804743744.804372
763,1600300800,7518185172.556095
764,1600387200,8156875792.943357
765,1600473600,8599306689.904533
766,1600560000,9034473298.906406
767,1600646400,9208550962.01669
768,1600732800,8637861807.862976
769,1600819200,8678998777.009907
770,1600905600,8786850853.35649
771,1600992000,9047938885.016762
772,1601078400,9287173367.450386
773,1601164800,9598888957.743782
774,1601251200,9527766163.56172
775,1601337600,9656107529.349236
776,1601424000,9623344463.878016
777,1601510400,9460535760.714977
778,1601596800,9547254663.514397
779,1601683200,9068484469.20538
780,1601769600,9248178432.810621
781,1601856000,9209026090.155613
782,1601942400,9050938294.589931
783,1602028800,8705664136.974245
784,1602115200,8512305171.949288
785,1602201600,8714311779.077072
786,1602288000,9115709447.636442
787,1602374400,9351785746.074213
788,1602460800,9466448996.941545
789,1602547200,9465712604.284521
790,1602633600,9573942698.278002
791,1602720000,9582891626.703775
792,1602806400,9484604502.852972
793,1602892800,9310346774.639908
794,1602979200,9283633065.285944
795,1603065600,9385886151.31964
796,1603152000,9412214181.933578
797,1603238400,9210402895.67225
798,1603324800,9321875984.916561
799,1603411200,9467202157.723042
800,1603497600,9589036137.109055
801,1603584000,9692348008.221607
802,1603670400,9702286347.406616
803,1603756800,9581748617.068163
804,1603843200,9695886824.81247
805,1603929600,9622457780.815258
806,1604016000,9547198390.299925
807,1604102400,9396034365.627209
808,1604188800,9525808783.875244
809,1604275200,9493660357.71136
810,1604361600,9253401991.047695
811,1604448000,9180182066.704338
812,1604534400,9253299454.645563
813,1604620800,9444494420.594864
814,1604707200,10106975957.506842
815,1604793600,10169977155.116493
816,1604880000,10311443946.938152
817,1604966400,10796872185.310944
818,1605052800,10936273486.058537
819,1605139200,11378505608.539026
820,1605225600,11236349852.658804
821,1605312000,11524760353.083204
822,1605398400,11364646790.498775
823,1605484800,11422847887.622652
824,1605571200,11472312919.174318
825,1605657600,11182316328.569353
826,1605744000,11145357205.760538
827,1605830400,11129277925.09969
828,1605916800,11862151037.82671
829,1606003200,11911020587.464857
830,1606089600,11928472773.370935
831,1606176000,12116119121.446856
832,1606262400,12168692632.268047
833,1606348800,12024937983.555342
834,1606435200,10870250127.45046
835,1606521600,10764457264.735977
836,1606608000,11063095515.250795
837,1606694400,11630499157.771313
838,1606780800,12289349686.61121
839,1606867200,12362762002.419579
840,1606953600,12472090319.221472
841,1607040000,12770991056.58094
842,1607126400,12239097681.702585
843,1607212800,12554159189.94835
844,1607299200,12626192333.295023
845,1607385600,12701369087.852947
846,1607472000,12358213773.248587
847,1607558400,12277215984.3624
848,1607644800,12121203013.98697
849,1607731200,11818337006.666594
850,1607817600,12289704821.66455
851,1607904000,12667398855.095531
852,1607990400,12665489620.968336
853,1608076800,12970993026.29733
854,1608163200,13154887606.231579
855,1608249600,13732457750.698729
856,1608336000,13692656566.615456
857,1608422400,14078382995.366259
858,1608508800,13886714490.089365
859,1608595200,13381042187.084026
860,1608681600,13661723443.172646
861,1608768000,13628901204.418928
862,1608854400,13466300610.798168
863,1608940800,14142641673.7794
864,1609027200,14281875943.143442
865,1609113600,14414702040.682781
866,1609200000,15246702487.348608
867,1609286400,15277908552.685608
868,1609372800,14841746832.51661
869,1609459200,15203937853.939514
870,1609545600,15322953130.910627
871,1609632000,15636125276.070236
872,1609718400,17214561775.2984
873,1609804800,18072334442.42205
874,1609891200,19855625193.541622
875,1609977600,21335714758.552277
876,1610064000,21812189265.492844
877,1610150400,22405678391.115765
878,1610236800,22239331433.36026
879,1610323200,22568086321.093315
880,1610409600,20029382896.01813
881,1610496000,20361349172.37195
882,1610582400,21154992379.56282
883,1610668800,22221332398.92965
884,1610755200,21748017418.416836
885,1610841600,22527302043.12694
886,1610928000,22525001370.049553
887,1611014400,23074666944.86036
888,1611100800,24584788164.247158
889,1611187200,23529563350.474335
890,1611273600,21819114514.724422
891,1611360000,22738658248.811043
892,1611446400,23553282041.5026
893,1611532800,25398811635.44603
894,1611619200,25931279385.263145
895,1611705600,25451248379.35112
896,1611792000,24643186727.82443
897,1611878400,25947635114.707188
898,1611964800,27110604995.562565
899,1612051200,26942447444.367466
900,1612137600,27028388688.57486
901,1612224000,27428905835.916622
902,1612310400,28862334463.39678
903,1612396800,32372204127.711456
904,1612483200,33510229552.605362
905,1612569600,35639918612.96445
906,1612656000,35620146257.24005
907,1612742400,34877268813.031494
908,1612828800,37169526643.443596
909,1612915200,38921662929.304504
910,1613001600,40363925620.918785
911,1613088000,41398952756.40595
912,1613174400,42225601716.821556
913,1613260800,41544491715.36814
914,1613347200,42061644361.04228
915,1613433600,41553369082.53209
916,1613520000,42162053975.87462
917,1613606400,42962674692.516754
918,1613692800,44800553395.217606
919,1613779200,46231583871.11128
920,1613865600,48156985761.605034
921,1613952000,48500530100.054306
922,1614038400,45842944771.82327
923,1614124800,39547341988.43146
924,1614211200,43469378011.644714
925,1614297600,42710202423.20776
926,1614384000,40523321121.87177
927,1614470400,41027580878.513145
928,1614556800,39706123511.118225
929,1614643200,42997694586.52219
930,1614729600,43719838808.89162
