,0,1,2,3,4
102,ethereum,ETH,1134.4816471596089,1657065632,
103,ethereum,ETH,1187.5121806804036,1657152098,
104,ethereum,ETH,1240.3784056617153,1657238385,
105,ethereum,ETH,1224.2193343721656,1657324858,
106,ethereum,ETH,1217.786906804585,1657411241,
107,ethereum,ETH,1168.63003508845,1657497631,
108,ethereum,ETH,1096.7354583628346,1657584005,
109,ethereum,ETH,1040.2786958520558,1657670466,
110,ethereum,ETH,1114.8626548444904,1657756879,
111,ethereum,ETH,1192.9164302594256,1657843221,
112,ethereum,ETH,1234.0991389763224,1657929518,
113,ethereum,ETH,1355.6168597645387,1658016083,
114,ethereum,ETH,1341.3810554755378,1658102471,
115,ethereum,ETH,1574.334342849577,1658188952,
116,ethereum,ETH,1542.563363036625,1658275366,
117,ethereum,ETH,1520.0076882232072,1658361660,
118,ethereum,ETH,1574.4639833992205,1658448031,
119,ethereum,ETH,1546.911163307475,1658536464,
120,ethereum,ETH,1551.6214408281025,1658620859,
121,ethereum,ETH,1599.7289479243004,1658707228,
122,ethereum,ETH,1443.6774859243485,1658793618,
123,ethereum,ETH,1445.7282048859022,1658880056,
124,ethereum,ETH,1637.7318407625414,1658966467,
125,ethereum,ETH,1725.577697180815,1659052835,
126,ethereum,ETH,1732.43794687956,1659139269,
127,ethereum,ETH,1696.7850982136515,1659225582,
128,ethereum,ETH,1682.011373614746,1659311984,
129,ethereum,ETH,1633.5771600628257,1659398489,
130,ethereum,ETH,1638.3786826572205,1659484778,
131,ethereum,ETH,1621.572638172034,1659571238,
132,ethereum,ETH,1611.3418628221918,1659657671,
133,ethereum,ETH,1730.3080326496706,1659744110,
134,ethereum,ETH,1691.7824248245527,1659830528,
135,ethereum,ETH,1701.4080063235397,1659916960,
136,ethereum,ETH,1778.9001956429154,1659994222,
137,ethereum,ETH,1696.6566739956986,1660089611,
138,ethereum,ETH,1853.0435771568502,1660176075,
139,ethereum,ETH,1881.984831002347,1660262430,
140,ethereum,ETH,1959.3309247187408,1660348797,
141,ethereum,ETH,1982.261379179308,1660435205,0.99
142,ethereum,ETH,1936.7011636052605,1660521566,0.99
143,ethereum,ETH,1902.7647975764755,1660608077,0.99
144,ethereum,ETH,1880.121051575579,1660694440,0.99
145,ethereum,ETH,1836.7769774706096,1660780902,0.99
146,ethereum,ETH,1849.6745763236656,1660867218,0.99
147,ethereum,ETH,1612.3958096170347,1660953641,0.99
148,ethereum,ETH,1577.608862411428,1661040083,0.99
149,ethereum,ETH,1620.6779443669527,1661126431,0.99
150,ethereum,ETH,1622.349775543379,1661212881,0.99
151,ethereum,ETH,1666.0336124241178,1661299258,0.99
152,ethereum,ETH,1657.6140998209726,1661385647,0.99
153,ethereum,ETH,1696.7661716304422,1661472098,0.99
154,ethereum,ETH,1510.1891114840514,1661558376,0.99
155,ethereum,ETH,1493.4702030938329,1661644839,0.99
156,ethereum,ETH,1435.7535603062865,1661731276,0.99
157,ethereum,ETH,1555.2888259173828,1661817651,0.99
158,ethereum,ETH,1559.4910664029337,1661909503,0.99
159,ethereum,ETH,1553.5559643969295,1661990540,0.99
160,ethereum,ETH,1586.6808780836714,1662076930,0.99
161,ethereum,ETH,1577.4113280397273,1662163283,0.99
162,ethereum,ETH,1557.232428419976,1662249686,0.99
163,ethereum,ETH,1578.9493013433012,1662336000,0.99
164,ethereum,ETH,1614.621343393546,1662422439,0.99
165,ethereum,ETH,1564.5589540302462,1662508672,0.99
166,ethereum,ETH,1629.8832311636493,1662595192,0.99
167,ethereum,ETH,1635.1030730379791,1662681632,0.99
168,ethereum,ETH,1718.9835506228342,1662768106,0.99
169,ethereum,ETH,1779.0410937352867,1662854411,0.99
170,ethereum,ETH,1760.7492036437654,1662940820,0.99
171,ethereum,ETH,1712.947990573323,1663027225,0.99
172,ethereum,ETH,1573.2052136951713,1663113554,0.99
173,ethereum,ETH,1636.4369060900426,1663200166,0.99
174,ethereum,ETH,1472.225304514391,1663286425,0.99
175,ethereum,ETH,1432.215807478607,1663372793,0.99
176,ethereum,ETH,1470.6778100057832,1663459256,0.99
177,ethereum,ETH,1336.2127433516657,1663545725,0.99
178,ethereum,ETH,1377.533965863315,1663632020,0.99
179,ethereum,ETH,1324.1905646155858,1663718377,0.99
180,ethereum,ETH,1252.265944150707,1663804859,0.99
181,ethereum,ETH,1328.7588806846718,1663891244,0.99
182,ethereum,ETH,1330.2587236347013,1663977752,0.99
183,ethereum,ETH,1318.4118213960624,1664064030,0.99
184,ethereum,ETH,1294.0750952797787,1664150373,0.99
185,ethereum,ETH,1335.541401993729,1664236869,0.99
186,ethereum,ETH,1331.1501769338627,1664323118,0.99
187,ethereum,ETH,1340.6097787518488,1664409656,0.99
188,ethereum,ETH,1334.8933293811572,1664496046,0.99
189,ethereum,ETH,1330.189678814932,1664582439,0.99
190,ethereum,ETH,1311.6116711353595,1664668941,0.99
191,ethereum,ETH,1277.901345279672,1664755174,0.99
192,ethereum,ETH,1323.3107852938106,1664841621,0.99
193,ethereum,ETH,1362.7443522079138,1664928075,0.99
194,ethereum,ETH,1352.5865243024869,1665014392,0.99
195,ethereum,ETH,1351.4273691979538,1665100700,0.99
196,ethereum,ETH,1324.8947380290601,1665167896,0.99
197,ethereum,ETH,1315.9137942634918,1665273701,0.99
198,ethereum,ETH,1322.6294118962744,1665360034,0.99
199,ethereum,ETH,1291.241112588874,1665446423,0.99
200,ethereum,ETH,1280.0028459274795,1665533068,0.99
201,ethereum,ETH,1294.33,1665619275,0.99
202,ethereum,ETH,1288.1640147020812,1665705403,0.99
203,ethereum,ETH,1298.02,1665791934,0.99
204,ethereum,ETH,1275.6937773947975,1665878359,0.99
205,ethereum,ETH,1306.775613334242,1665964823,0.99
206,ethereum,ETH,1332.2647314829262,1666051310,0.99
207,ethereum,ETH,1309.9408795534412,1666137643,0.99
208,ethereum,ETH,1285.56,1666224105,0.99
209,ethereum,ETH,1282.41,1666310269,0.99
210,ethereum,ETH,1300.3357322455793,1666396943,0.99
211,ethereum,ETH,1313.767778723105,1666483155,0.99
212,ethereum,ETH,1364.4868713063736,1666569455,0.99
213,ethereum,ETH,1343.8022238712024,1666656122,0.99
214,ethereum,ETH,1461.042646033279,1666742519,0.99
215,ethereum,ETH,1567.64,1666828935,0.99
216,ethereum,ETH,1513.78,1666915339,0.99
217,ethereum,ETH,1553.74,1667001730,0.99
218,ethereum,ETH,1618.97,1667088146,0.99
219,ethereum,ETH,1591.0517734961002,1667174299,0.99
220,ethereum,ETH,1572.979514885975,1667260783,0.99
221,ethereum,ETH,1580.3787334402593,1667347112,0.99
222,ethereum,ETH,1520.6383643789845,1667433527,0.99
223,ethereum,ETH,1531.694447683733,1667520139,0.99
224,ethereum,ETH,1644.4788432709352,1667606493,0.99
225,ethereum,ETH,1627.965798729485,1667692864,0.99
226,ethereum,ETH,1571.1114148024405,1667779266,0.99
227,ethereum,ETH,1569.019307695016,1667865605,0.99
228,ethereum,ETH,1334.2879331082395,1667951982,0.99
229,ethereum,ETH,1105.9139715386345,1668038513,0.99
230,ethereum,ETH,1301.6794034386164,1668124874,0.99
231,ethereum,ETH,1292.989289558902,1668211315,0.99
232,ethereum,ETH,1255.76,1668297476,0.99
233,ethereum,ETH,1221.4864454622398,1668384105,0.99
234,ethereum,ETH,1241.99,1668470269,0.99
235,ethereum,ETH,1253.8544392714662,1668556851,0.99
236,ethereum,ETH,1217.1239613496807,1668643314,0.99
237,ethereum,ETH,1201.7234305421123,1668729681,0.99
238,ethereum,ETH,1212.972026570114,1668816072,0.99
239,ethereum,ETH,1218.8936571112463,1668902387,0.99
240,ethereum,ETH,1143.9979387796009,1668988886,0.99
241,ethereum,ETH,1110.0400946661234,1669075228,0.99
242,ethereum,ETH,1139.3597540985886,1669161638,0.99
243,ethereum,ETH,1185.9159377338015,1669248066,0.99
244,ethereum,ETH,1204.3773534749992,1669334430,0.99
245,ethereum,ETH,1198.9755884889066,1669420756,0.99
246,ethereum,ETH,1206.4293749001572,1669507261,0.99
247,ethereum,ETH,1196.1962195659255,1669593578,0.99
248,ethereum,ETH,1169.9211284668527,1669680014,0.99
249,ethereum,ETH,1217.4080089462288,1669766424,0.99
250,ethereum,ETH,1297.4926837173725,1669852814,0.99
251,ethereum,ETH,1276.6393714030964,1669939166,0.99
252,ethereum,ETH,1299.0333859445502,1670025630,0.99
253,ethereum,ETH,1243.2431539042907,1670112001,0.99
254,ethereum,ETH,1281.3115514741726,1670198402,0.99
255,ethereum,ETH,1259.82,1670284665,0.99
256,ethereum,ETH,1271.9354761263946,1670371198,0.99
257,ethereum,ETH,1232.8281223743709,1670457645,0.99
258,ethereum,ETH,1280.550601213376,1670544042,0.99
259,ethereum,ETH,1264.08,1670630284,0.99
260,ethereum,ETH,1266.79,1670716980,0.99
261,ethereum,ETH,1264.317985551174,1670803198,0.99
262,ethereum,ETH,1273.5924317897045,1670889630,0.99
263,ethereum,ETH,1320.647589314624,1670976021,0.99
264,ethereum,ETH,1308.4131547914335,1671062401,0.99
265,ethereum,ETH,1264.7185220307224,1671148861,0.99
266,ethereum,ETH,1168.3884138173034,1671235230,0.99
267,ethereum,ETH,1187.27,1671321773,0.99
268,ethereum,ETH,1183.06208665165,1671408001,0.99
269,ethereum,ETH,1168.7022149270513,1671494462,0.99
270,ethereum,ETH,1218.6206878905346,1671580858,0.99
271,ethereum,ETH,1214.13885527762,1671667228,0.99
272,ethereum,ETH,1218.1279900847974,1671753612,0.99
273,ethereum,ETH,1220.701744919786,1671839997,0.99
274,ethereum,ETH,1221.0825967667047,1671926426,0.99
275,ethereum,ETH,1219.5089638236643,1672012805,0.99
276,ethereum,ETH,1226.026837956892,1672099229,0.99
277,ethereum,ETH,1211.63,1672185465,0.99
278,ethereum,ETH,1189.8644123131528,1672272002,0.99
279,ethereum,ETH,1201.5953341447441,1672358474,0.99
280,ethereum,ETH,1199.4291454296608,1672444844,0.99
281,ethereum,ETH,1196.4449242192643,1672531202,0.99
282,ethereum,ETH,1200.9681267569927,1672617608,0.99
283,ethereum,ETH,1214.3789459253508,1672704000,0.99
284,ethereum,ETH,1214.746563938259,1672790446,0.99
285,ethereum,ETH,1256.31,1672876681,0.99
286,ethereum,ETH,1250.7922522355914,1672963190,0.99
287,ethereum,ETH,1269.7044907704344,1673049652,0.99
288,ethereum,ETH,1264.8369433837202,1673135991,0.99
289,ethereum,ETH,1287.4374073483102,1673222409,0.99
290,ethereum,ETH,1322.2371638639402,1673308805,0.99
291,ethereum,ETH,1335.6668643642906,1673395211,0.99
292,ethereum,ETH,1391.1273283905234,1673481627,0.99
293,ethereum,ETH,1417.134908743914,1673567971,0.99
294,ethereum,ETH,1453.3769102089225,1673654394,0.99
295,ethereum,ETH,1549.111474081304,1673740780,0.99
296,ethereum,ETH,1553.9343965480978,1673827236,0.99
297,ethereum,ETH,1576.317849370702,1673913619,0.99
298,ethereum,ETH,1567.1528588492292,1674000043,0.99
299,ethereum,ETH,1516.3334168518509,1674086458,0.99
300,ethereum,ETH,1552.0785952767906,1674172865,0.99
301,ethereum,ETH,1660.71,1674259366,0.99
302,ethereum,ETH,1625.6494400624342,1674345658,0.99
303,ethereum,ETH,1629.6598792691484,1674432071,0.99
304,ethereum,ETH,1630.21,1674518272,0.99
305,ethereum,ETH,1557.0597608721732,1674604759,0.99
306,ethereum,ETH,1611.6472257874357,1674691276,0.99
307,ethereum,ETH,1603.6757156215774,1674777650,0.99
308,ethereum,ETH,1598.5970961804085,1674864048,0.99
309,ethereum,ETH,1573.0634394330648,1674950398,0.99
310,ethereum,ETH,1647.87,1675036664,0.99
311,ethereum,ETH,1568.64771349631,1675123200,0.99
312,ethereum,ETH,1586.1528857850815,1675209647,0.99
313,ethereum,ETH,1643.3973929498889,1675296106,0.99
314,ethereum,ETH,1646.69,1675382241,0.99
315,ethereum,ETH,1664.4610376798676,1675468812,0.99
316,ethereum,ETH,1668.625083725697,1675555231,0.99
317,ethereum,ETH,1633.13,1675641464,0.99
318,ethereum,ETH,1616.16,1675728177,0.99
319,ethereum,ETH,1673.19,1675814244,0.99
320,ethereum,ETH,1651.0381775107403,1675900856,0.99
321,ethereum,ETH,1546.29,1675987060,0.99
322,ethereum,ETH,1515.02,1676073698,0.99
323,ethereum,ETH,1541.6794907137491,1676160031,0.99
324,ethereum,ETH,1515.3346311806397,1676246379,0.99
325,ethereum,ETH,1507.14,1676332962,0.99
326,ethereum,ETH,1557.72,1676419045,0.99
327,ethereum,ETH,1675.1315221601417,1676505658,0.99
328,ethereum,ETH,1651.34,1676591879,0.99
329,ethereum,ETH,1698.8021074898058,1676678409,0.99
330,ethereum,ETH,1691.68,1676764924,0.99
331,ethereum,ETH,1679.2561185130237,1676851217,0.99
332,ethereum,ETH,1700.1986814992663,1676937600,0.99
333,ethereum,ETH,1657.24,1677024172,0.99
334,ethereum,ETH,1641.72,1677110538,0.99
335,ethereum,ETH,1651.850006691427,1677196786,0.99
336,ethereum,ETH,1608.2689403869492,1677283266,0.99
337,ethereum,ETH,1593.75,1677369721,0.99
338,ethereum,ETH,1640.43,1677455847,0.99
339,ethereum,ETH,1633.2033212001768,1677542500,0.99
340,ethereum,ETH,1604.31,1677628671,0.99
341,ethereum,ETH,1664.12,1677715324,0.99
342,ethereum,ETH,1648.34,1677801447,0.99
343,ethereum,ETH,1570.3017999164865,1677888032,0.99
344,ethereum,ETH,1568.07,1677974250,0.99
345,ethereum,ETH,1564.82,1678060929,0.99
346,ethereum,ETH,1567.33,1678147074,0.99
347,ethereum,ETH,1562.87,1678233470,0.99
348,ethereum,ETH,1534.54,1678320175,0.99
349,ethereum,ETH,1439.39,1678406493,0.99
350,ethereum,ETH,1426.34,1678492621,0.99
351,ethereum,ETH,1472.27,1678579340,0.99
352,ethereum,ETH,1588.9,1678665456,0.99
353,ethereum,ETH,1678.96,1678751871,0.99
354,ethereum,ETH,1704.5998680248742,1678838435,0.99
355,ethereum,ETH,1657.47,1678924923,0.99
356,ethereum,ETH,1679.876421733345,1679011233,0.99
357,ethereum,ETH,1792.747003512616,1679097600,0.99
358,ethereum,ETH,1769.92,1679183888,0.99
359,ethereum,ETH,1794.37,1679270593,0.99
360,ethereum,ETH,1745.83,1679356682,0.99
361,ethereum,ETH,1813.58,1679443377,0.99
362,ethereum,ETH,1746.3940813632087,1679529634,0.99
363,ethereum,ETH,1824.4286744594074,1679616024,0.99
364,ethereum,ETH,1761.07,1679702256,0.99
365,tron,TRX,0.06432232165146641,1648252819,
366,tron,TRX,0.06610062265457851,1648339128,
367,tron,TRX,0.06894145926889973,1648425606,
368,tron,TRX,0.06898958000155227,1648511942,
369,tron,TRX,0.06928710886256027,1648598380,
370,tron,TRX,0.07307695941608688,1648684800,
371,tron,TRX,0.0738849213322929,1648771134,
372,tron,TRX,0.07480439450935561,1648857539,
373,tron,TRX,0.07319518746502783,1648944032,
374,tron,TRX,0.07309583013277063,1649030415,
375,tron,TRX,0.0707974996452144,1649116800,
376,tron,TRX,0.0694407358326595,1649203162,
377,tron,TRX,0.0632048364155585,1649289554,
378,tron,TRX,0.06445302930561025,1649375937,
379,tron,TRX,0.06261383612424308,1649462431,
380,tron,TRX,0.06399483138010544,1649548794,
381,tron,TRX,0.06254062258284354,1649635209,
382,tron,TRX,0.05824396350823014,1649721580,
383,tron,TRX,0.05996733802053731,1649808013,
384,tron,TRX,0.061666205686147696,1649894447,
385,tron,TRX,0.06020905037965864,1649980785,
386,tron,TRX,0.06194307964886762,1650067152,
387,tron,TRX,0.06203863277012062,1650153561,
388,tron,TRX,0.06015478857071823,1650239897,
389,tron,TRX,0.061596604009274504,1650326411,
390,tron,TRX,0.06336008893632039,1650412787,
391,tron,TRX,0.06268408875771969,1650499264,
392,tron,TRX,0.0715298020675484,1650585552,
393,tron,TRX,0.06679472390123915,1650671925,
394,tron,TRX,0.06767087325071801,1650758336,
395,tron,TRX,0.06564986316765764,1650844774,
396,tron,TRX,0.0653667884037296,1650931261,
397,tron,TRX,0.061941710998684604,1651017599,
398,tron,TRX,0.06318017923861056,1651103970,
399,tron,TRX,0.06368398785899984,1651190435,
400,tron,TRX,0.0636299002419549,1651276731,
401,tron,TRX,0.06296515548228934,1651363203,
402,tron,TRX,0.0709807409277959,1651449650,
403,tron,TRX,0.0688820042835474,1651536003,
404,tron,TRX,0.07226837090547539,1651622366,
405,tron,TRX,0.08636016216545199,1651708791,
406,tron,TRX,0.07483020322215772,1651795143,
407,tron,TRX,0.08638463611631925,1651881552,
408,tron,TRX,0.08348988752738119,1651968040,
409,tron,TRX,0.08776011720097456,1652054392,
410,tron,TRX,0.0737911461141918,1652140709,
411,tron,TRX,0.07708914908747624,1652227177,
412,tron,TRX,0.07509531629134088,1652313652,
413,tron,TRX,0.06754357795135162,1652400009,
414,tron,TRX,0.07456563827525271,1652486430,
415,tron,TRX,0.07281627128088873,1652572804,
416,tron,TRX,0.07236959371922717,1652659118,
417,tron,TRX,0.06920796145983238,1652745575,
418,tron,TRX,0.07245564424139582,1652832007,
419,tron,TRX,0.07111313345585754,1652918311,
420,tron,TRX,0.07416481007796734,1652987065,
421,tron,TRX,0.07144496399382481,1653091182,
422,tron,TRX,0.07416608026053165,1653177592,
423,tron,TRX,0.0782086231039278,1653264028,
424,tron,TRX,0.0762293569001899,1653350405,
425,tron,TRX,0.08058379643372023,1653436772,
426,tron,TRX,0.08471729918449274,1653523224,
427,tron,TRX,0.08253116769826896,1653609589,
428,tron,TRX,0.08076577950697371,1653696024,
429,tron,TRX,0.08139442100796353,1653782394,
430,tron,TRX,0.08060453320862108,1653868748,
431,tron,TRX,0.08333949199382612,1653955218,
432,tron,TRX,0.08413005203303735,1654041534,
433,tron,TRX,0.08355136868684772,1654127992,
434,tron,TRX,0.08422090057199948,1654211388,
435,tron,TRX,0.08109694099608371,1654300860,
436,tron,TRX,0.08046929326929374,1654387168,
437,tron,TRX,0.08149296221990032,1654473607,
438,tron,TRX,0.08176144372889223,1654559988,
439,tron,TRX,0.0821692797472797,1654646442,
440,tron,TRX,0.08065935194929451,1654732824,
441,tron,TRX,0.08096739626635456,1654819242,
442,tron,TRX,0.07897978731909544,1654905543,
443,tron,TRX,0.07602480331572428,1654991988,
444,tron,TRX,0.07626530049493198,1655078483,
445,tron,TRX,0.06384286754477296,1655164791,
446,tron,TRX,0.0558190229443714,1655251242,
447,tron,TRX,0.0630799881604133,1655337677,
448,tron,TRX,0.05920319529182637,1655423974,
449,tron,TRX,0.05994095136427401,1655510401,
450,tron,TRX,0.06098089880999242,1655596754,
451,tron,TRX,0.06143801823927779,1655683238,
452,tron,TRX,0.06125457538591608,1655769610,
453,tron,TRX,0.06484764271385367,1655855997,
454,tron,TRX,0.0631835010111004,1655942385,
455,tron,TRX,0.06377344862020677,1656028754,
456,tron,TRX,0.06582727162101508,1656130825,
457,tron,TRX,0.06494859029805196,1656201604,
458,tron,TRX,0.06518603467163347,1656288023,
459,tron,TRX,0.06710711546048684,1656374458,
460,tron,TRX,0.06604986250241422,1656460797,
461,tron,TRX,0.06489349080570729,1656547222,
462,tron,TRX,0.0639999220378371,1656633578,
463,tron,TRX,0.06534521482191019,1656720088,
464,tron,TRX,0.06484491558172346,1656806406,
465,tron,TRX,0.06633395330615993,1656892868,
466,tron,TRX,0.06732208111183353,1656979188,
467,tron,TRX,0.06818929765224006,1657065594,
468,tron,TRX,0.06754017879074956,1657157176,
469,tron,TRX,0.06869433102236867,1657238439,
470,tron,TRX,0.06928978341694728,1657324872,
471,tron,TRX,0.06984697658158821,1657411236,
472,tron,TRX,0.06769313270186995,1657497600,
473,tron,TRX,0.06470272832994878,1657584065,
474,tron,TRX,0.06480743241653047,1657670398,
475,tron,TRX,0.06627825131621766,1657756886,
476,tron,TRX,0.06694230996416796,1657843191,
477,tron,TRX,0.06713340900889511,1657929779,
478,tron,TRX,0.0688261934696682,1658016005,
479,tron,TRX,0.06760874069793323,1658102487,
480,tron,TRX,0.06907418770322217,1658188634,
481,tron,TRX,0.06907437430345965,1658275303,
482,tron,TRX,0.06753794165698247,1658361613,
483,tron,TRX,0.06801640216408958,1658448040,
484,tron,TRX,0.06708359876236643,1658534393,
485,tron,TRX,0.06705347957806364,1658620887,
486,tron,TRX,0.06693790051912253,1658707276,
487,tron,TRX,0.06375510029502418,1658793614,
488,tron,TRX,0.0654045535967297,1658880053,
489,tron,TRX,0.06871921188919602,1658966494,
490,tron,TRX,0.06980855812331327,1659052864,
491,tron,TRX,0.06953927325841007,1659139318,
492,tron,TRX,0.06919034714699655,1659225714,
493,tron,TRX,0.06901283151898992,1659312014,
494,tron,TRX,0.06997420239185277,1659398494,
495,tron,TRX,0.06855724994625782,1659484944,
496,tron,TRX,0.068364014747571,1659585941,
497,tron,TRX,0.06915547106394448,1659657625,
498,tron,TRX,0.06994300156189417,1659757003,
499,tron,TRX,0.06955980825947432,1659830513,
500,tron,TRX,0.06979752338699743,1659916660,
501,tron,TRX,0.07025851918488833,1660003267,
502,tron,TRX,0.06854712102840814,1660089698,
503,tron,TRX,0.0703624736373155,1660176425,
504,tron,TRX,0.07040397108452817,1660262363,
505,tron,TRX,0.07056391496092618,1660348809,
506,tron,TRX,0.0700997789774676,1660435333,0.99
507,tron,TRX,0.07038369525088088,1660521631,0.99
508,tron,TRX,0.06907716847866001,1660608122,0.99
509,tron,TRX,0.0699285753382275,1660694372,0.99
510,tron,TRX,0.06830879191480298,1660780677,0.99
511,tron,TRX,0.06762296700346226,1660867135,0.99
512,tron,TRX,0.06433055287069232,1660953470,0.99
513,tron,TRX,0.06589420668203631,1661039848,0.99
514,tron,TRX,0.066054224548338,1661126481,0.99
515,tron,TRX,0.06565095668244438,1661212896,0.99
516,tron,TRX,0.06640237241090396,1661299255,0.99
517,tron,TRX,0.06490435250929978,1661385617,0.99
518,tron,TRX,0.06559784084570482,1661472008,0.99
519,tron,TRX,0.06175752482088755,1661558317,0.99
520,tron,TRX,0.06303757001411486,1661644744,0.99
521,tron,TRX,0.06178074144596161,1661731185,0.99
522,tron,TRX,0.06352201114191841,1661817684,0.99
523,tron,TRX,0.06481600200661597,1661904030,0.99
524,tron,TRX,0.06342023611368795,1661990412,0.99
525,tron,TRX,0.06335771976484503,1662076888,0.99
526,tron,TRX,0.06268205784607436,1662163225,0.99
527,tron,TRX,0.06316661334555802,1662249719,0.99
528,tron,TRX,0.06358639753223157,1662336027,0.99
529,tron,TRX,0.06292980856122972,1662422463,0.99
530,tron,TRX,0.06092571151098926,1662508625,0.99
531,tron,TRX,0.061901196935307504,1662595182,0.99
532,tron,TRX,0.061288059537130075,1662681581,0.99
