,node1,node2,corr,mutual,plus
72,ACA,ZIL,0.5141265446788732,0.19852084548864535,True
73,ACA,BNB,0.6652314232170174,0.1423024293302676,True
74,ALGO,ASTR,0.6193273870531211,0.15725078881039012,True
75,ALGO,AOA,0.3684340683658752,0.2779269520432994,True
76,ALGO,AVAX,0.8117070002805834,0.10402244715438957,True
77,ALGO,BFC,0.6450463654580338,0.1486747144371683,True
78,ALGO,BTC,0.7458611118865786,0.11965055088122623,True
79,ALGO,BTT,0.695200198952392,0.1333833577437964,True
80,ALGO,STX,0.6126793609245503,0.1595550832543493,True
81,ALGO,CRBN,0.38572923999703196,0.26674579116593067,True
82,ALGO,ADA,0.8127972774844525,0.10378274686662936,True
83,ALGO,CELO,0.6928281937771209,0.13406671404692894,True
84,ALGO,CFX,0.48607568612811863,0.21150039062666193,True
85,ALGO,CMCX,0.16351932553899595,0.47184838625753045,True
86,ALGO,COTI,0.7748620167263789,0.11247904545871368,True
87,ALGO,ITAMCUBE,0.05205271199231696,0.6855644607671205,True
88,ALGO,DFI,0.6651990777511513,0.14231239905413196,True
89,ALGO,EGLD,0.6930626173292412,0.13399900992609914,True
90,ALGO,EOS,0.6964391139793358,0.1330279357622307,True
91,ALGO,ETH,0.7662902595432882,0.11454961360777005,True
92,ALGO,EVER,0.1615250091327715,0.4745836349684517,True
93,ALGO,FTM,0.7778945991639498,0.11175610223542032,True
94,ALGO,FLOW,0.7487057675545249,0.11892592415977388,True
95,ALGO,FSN,0.4735287070704041,0.21761947757093902,True
96,ALGO,GNO,0.7239914885489512,0.12538231164623026,True
97,ALGO,GO,0.6350131331571203,0.1519576929560814,True
98,ALGO,ONE,0.7901762634205681,0.10887851515713765,True
99,ALGO,HBAR,0.7777585618282828,0.1117884260200882,True
100,ALGO,ICX,0.7882500847550846,0.10932454793114599,True
101,ALGO,IOTX,0.7908406339302564,0.10872512087464348,True
102,ALGO,KAR,0.625045054275395,0.15529826654094103,True
103,ALGO,KAVA,0.6647797621920472,0.14244171203639566,True
104,ALGO,KLAY,0.6343983388648757,0.15216142817429523,True
105,ALGO,KCS,0.711839495850294,0.1286943055551376,True
106,ALGO,KUJI,0.13974222554077417,0.5062120752829401,True
107,ALGO,KSM,0.7566068583846409,0.1169378138625019,True
108,ALGO,TAU,0.2005799005638121,0.42514615662138755,True
109,ALGO,MATIC,0.7840066482073782,0.11031405390159166,True
110,ALGO,MTS,0.007229771590790444,0.880185534955426,True
111,ALGO,XIN,0.6471625553070639,0.14799224034275327,True
112,ALGO,GLMR,0.7034252378451081,0.13104282644143184,True
113,ALGO,MOVR,0.7249476790511917,0.12512562916620817,True
114,ALGO,MTV,0.6624353046107601,0.14316708382897336,True
115,ALGO,NEAR,0.7912613083810449,0.10862811172324327,True
116,ALGO,NEO,0.738607537786351,0.12151979289198667,True
117,ALGO,NULS,0.5814757016115791,0.17088138410141684,True
118,ALGO,ROSE,0.7717631708832898,0.11322294332419336,True
119,ALGO,ONT,0.802005529796872,0.10618140597544912,True
120,ALGO,OSMO,0.638910751593708,0.1506730100054523,True
121,ALGO,XPRT,0.41163712499443694,0.25099528002970994,True
122,ALGO,POLIS,0.05222506876234569,0.6850709816288426,True
123,ALGO,DOT,0.803509620467543,0.10584359297095502,True
124,ALGO,XPR,0.6085747157085536,0.16099638939101701,True
125,ALGO,RON,0.6566097966475825,0.14498698401044852,True
126,ALGO,RBTC,0.729864285127513,0.12381469946035761,True
127,ALGO,SCRT,0.6661523087155529,0.14201890708944398,True
128,ALGO,EROWAN,0.19829621029928882,0.4278183076892079,True
129,ALGO,SOL,0.765054525282664,0.11485145611968017,True
130,ALGO,XOR,0.24603113564061108,0.37659346667615257,True
131,ALGO,FIS,0.5439049468794086,0.1857234195183809,True
132,ALGO,STARS,0.6937276240738695,0.13380715001519816,True
133,ALGO,XLM,0.817388735517396,0.10277971415929721,True
134,ALGO,STEP,0.2040531430449017,0.4211288611214766,True
135,ALGO,TLOS,0.6296085639315994,0.15375900494036687,True
136,ALGO,XTZ,0.782932805113175,0.11056596802299068,True
137,ALGO,RUNE,0.7869301051627715,0.10963133044070583,True
138,ALGO,TRX,0.5971162191589502,0.16509664471291696,True
139,ALGO,UOS,0.6709228368721504,0.1405599687125696,True
140,ALGO,UMEE,0.5001838846392461,0.20485483796376436,True
141,ALGO,VLX,0.4663186154855587,0.22122824393760387,True
142,ALGO,VITE,0.6064271706052675,0.161756202669737,True
143,ALGO,WAN,0.6255857880302831,0.15511499672976936,True
144,ALGO,WAVES,0.634566033363198,0.15210582658812166,True
145,ALGO,ZIL,0.6029383510516145,0.16299902870183192,True
146,ALGO,BNB,0.7635382182859971,0.11522299383722268,True
147,ASTR,AOA,0.35634965944762237,0.28608045447514063,True
148,ASTR,AVAX,0.6499344091485184,0.14710349195449723,True
149,ASTR,BFC,0.5068354391699637,0.20180480269367873,True
150,ASTR,BTC,0.5503581973676499,0.18307448442595153,True
151,ASTR,BTT,0.5211986778022705,0.19539347522677464,True
152,ASTR,STX,0.4181840497424474,0.24719278950978296,True
153,ASTR,CRBN,0.2462572009791539,0.37637185770335924,True
154,ASTR,ADA,0.6146271501983693,0.15887612174397048,True
155,ASTR,CELO,0.5453955086875784,0.18510776527041606,True
156,ASTR,CFX,0.3825155204044765,0.26878148741764096,True
157,ASTR,CMCX,0.15091207962764874,0.4895767267025075,True
158,ASTR,COTI,0.6226096138102982,0.1561266626142468,True
159,ASTR,ITAMCUBE,-0.03298873722872347,0.7473182859499642,False
160,ASTR,DFI,0.5176611224110299,0.19695076707882886,True
161,ASTR,EGLD,0.5501274167827789,0.18316847990566631,True
162,ASTR,EOS,0.5356429222755604,0.18917803756224405,True
163,ASTR,ETH,0.5605934648492181,0.17895965579377815,True
164,ASTR,EVER,0.12907014464242186,0.5230166175606767,True
165,ASTR,FTM,0.6613481793947968,0.14350480419201594,True
166,ASTR,FLOW,0.5605313531860001,0.17898431146670002,True
167,ASTR,FSN,0.39758552685930626,0.2593948399310323,True
168,ASTR,GNO,0.5118377488470468,0.19954513369596416,True
169,ASTR,GO,0.5620970252881976,0.17836396518613695,True
170,ASTR,ONE,0.6578163966257665,0.1446079777319459,True
171,ASTR,HBAR,0.6261338499606779,0.1549294858229272,True
172,ASTR,ICX,0.6118657796015832,0.1598396289960572,True
173,ASTR,IOTX,0.6357563888081577,0.151711786693968,True
174,ASTR,KAR,0.5396132273872762,0.18750896606230283,True
175,ASTR,KAVA,0.536985780072235,0.18861164666381935,True
176,ASTR,KLAY,0.5348860941742422,0.18949809849511967,True
177,ASTR,KCS,0.5442857337279807,0.1855659223317273,True
178,ASTR,KUJI,0.06932218697550797,0.6401911052365037,True
179,ASTR,KSM,0.5759949086216859,0.17296151631340728,True
180,ASTR,TAU,0.1739383713565865,0.4579537966279741,True
181,ASTR,MATIC,0.593312061977839,0.1664833611926999,True
182,ASTR,MTS,-0.01511979567670141,0.8274110404493759,False
183,ASTR,XIN,0.5966718536818111,0.16525796556449024,True
184,ASTR,GLMR,0.6171941174666182,0.15798618737586512,True
185,ASTR,MOVR,0.6218566884489982,0.15638374718476156,True
186,ASTR,MTV,0.5161828424126863,0.19760570342325046,True
187,ASTR,NEAR,0.633390943341009,0.15249591476111868,True
188,ASTR,NEO,0.5700707197505415,0.1752417263053868,True
189,ASTR,NULS,0.48868937583397193,0.210250782172683,True
190,ASTR,ROSE,0.5998047207006707,0.164124332736025,True
191,ASTR,ONT,0.6047900901538642,0.1623380722523402,True
192,ASTR,OSMO,0.3896159195464799,0.2643086762529988,True
193,ASTR,XPRT,0.22109915819707004,0.40218914387921456,True
194,ASTR,POLIS,0.08331054827132915,0.6082351471184773,True
195,ASTR,DOT,0.6447499627653693,0.1487705793414712,True
196,ASTR,XPR,0.4595376839074133,0.22468567343605061,True
197,ASTR,RON,0.4922275926959211,0.20857264231989636,True
198,ASTR,RBTC,0.5313958647862025,0.19098204484635584,True
199,ASTR,SCRT,0.539999406339708,0.18734750898919672,True
200,ASTR,EROWAN,0.16129968846294937,0.47489425170282606,True
201,ASTR,SOL,0.5639886151748559,0.17761769206539568,True
202,ASTR,XOR,0.21098450499615598,0.4132754998393574,True
203,ASTR,FIS,0.5121813460808767,0.19939098311709436,True
204,ASTR,STARS,0.43212285829429053,0.23932218688606788,True
205,ASTR,XLM,0.6027269950142305,0.1630746587738462,True
206,ASTR,STEP,0.2963485168724229,0.33129547602582565,True
207,ASTR,TLOS,0.5195627820835197,0.19611188002922608,True
208,ASTR,XTZ,0.5920916515938307,0.1669309652988189,True
209,ASTR,RUNE,0.6502330799901146,0.1470080769581915,True
210,ASTR,TRX,0.43101630294863014,0.23993607777110926,True
211,ASTR,UOS,0.4849021439605303,0.21206423897211035,True
212,ASTR,UMEE,0.3061848377156803,0.3232909253016858,True
213,ASTR,VLX,0.4415551264075094,0.23416374865222567,True
214,ASTR,VITE,0.5801632585937075,0.17137694876719534,True
215,ASTR,WAN,0.5173944312819686,0.1970687392003102,True
216,ASTR,WAVES,0.4719674495986308,0.2183950962089568,True
217,ASTR,ZIL,0.47280576334576185,0.21797823280367812,True
218,ASTR,BNB,0.603745808495511,0.16271045111638394,True
219,AOA,AVAX,0.38944902366069856,0.26441277299063415,True
220,AOA,BFC,0.4229750372639107,0.24445346967460402,True
221,AOA,BTC,0.2926003919595479,0.3344130523686406,True
222,AOA,BTT,0.4333583659902658,0.23863894245998574,True
223,AOA,STX,0.28771417988753767,0.33853486886646644,True
224,AOA,CRBN,0.18620571031445235,0.4423896398941858,True
225,AOA,ADA,0.42246839943515313,0.2447414400213478,True
226,AOA,CELO,0.3580326106764434,0.28492748015110847,True
227,AOA,CFX,0.20810975210721055,0.41650662709511,True
228,AOA,CMCX,0.28271076232251774,0.3428246957130141,True
229,AOA,COTI,0.41957952303202195,0.24639116564981345,True
230,AOA,ITAMCUBE,0.08319395840930545,0.6084871833928112,True
231,AOA,DFI,0.34582889428998814,0.2934203872439636,True
232,AOA,EGLD,0.39861344413851263,0.25876908647607766,True
233,AOA,EOS,0.32890965940616435,0.3057231476400799,True
234,AOA,ETH,0.3145774362948016,0.316656820615986,True
235,AOA,EVER,0.09178083934764804,0.5904887534430605,True
236,AOA,FTM,0.41353591202990647,0.2498853331433053,True
237,AOA,FLOW,0.3265627614010658,0.3074804392885959,True
238,AOA,FSN,0.398642094129198,0.25875167152820255,True
239,AOA,GNO,0.2763683106799344,0.34836595826554684,True
240,AOA,GO,0.47564626213412886,0.21657257783855022,True
241,AOA,ONE,0.41070998967764444,0.251539376098763,True
242,AOA,HBAR,0.4183242008603232,0.24711214057835118,True
243,AOA,ICX,0.4544245458497569,0.22733432792461272,True
244,AOA,IOTX,0.4522755029073802,0.2284584021844237,True
245,AOA,KAR,0.31647484249673846,0.31518114631136973,True
246,AOA,KAVA,0.44525092976039066,0.23217821921939696,True
247,AOA,KLAY,0.3211906336905452,0.3115512318232848,True
248,AOA,KCS,0.45298678720765956,0.22808564279026966,True
249,AOA,KUJI,-0.05935512001738634,0.6654332491020226,False
250,AOA,KSM,0.33284101794348325,0.30280769818571407,True
251,AOA,TAU,0.1865454766876223,0.4419700718286034,True
252,AOA,MATIC,0.3920048679891682,0.2628240402932457,True
253,AOA,MTS,0.14139233459174916,0.5036957197056458,True
254,AOA,XIN,0.43335989649665413,0.23863809750555554,True
255,AOA,GLMR,0.424478947304078,0.2436010150174167,True
256,AOA,MOVR,0.38188867675015886,0.26918074589100494,True
257,AOA,MTV,0.3567689986212964,0.28579263170974023,True
258,AOA,NEAR,0.38989076928250554,0.2641373540393983,True
259,AOA,NEO,0.3909612334377882,0.2634713769967183,True
260,AOA,NULS,0.5199984789700568,0.19592025096432464,True
261,AOA,ROSE,0.471882265212602,0.2184375069423391,True
262,AOA,ONT,0.48727453537439186,0.21092616250638185,True
263,AOA,OSMO,0.3170087465726893,0.31476749159845363,True
264,AOA,XPRT,0.2525285279986275,0.37029462666806545,True
265,AOA,POLIS,-0.021027624336428144,0.7970635709220092,False
266,AOA,DOT,0.4018844375024473,0.25678985921775743,True
267,AOA,XPR,0.44375759807820425,0.23297811018298364,True
268,AOA,RON,0.3206079847750544,0.3119968329840207,True
269,AOA,RBTC,0.29585010867921907,0.3317078547645733,True
270,AOA,SCRT,0.37941305764819333,0.2707646030426787,True
271,AOA,EROWAN,0.13279474069902944,0.5170443391068176,True
272,AOA,SOL,0.3912657127238777,0.26328231878378683,True
273,AOA,XOR,0.1301082850328,0.521340013362201,True
274,AOA,FIS,0.4649868620607413,0.2219023697203345,True
275,AOA,STARS,0.3395369994530963,0.29792189717111295,True
276,AOA,XLM,0.3898975733096759,0.2641331145821879,True
277,AOA,STEP,0.2875693318401106,0.3386580668734631,True
278,AOA,TLOS,0.46558505240700054,0.22159927490467335,True
279,AOA,XTZ,0.35359115019744286,0.28798276470579476,True
280,AOA,RUNE,0.42312640118869954,0.24436751306505833,True
281,AOA,TRX,0.2349755872183929,0.38765433382398673,True
282,AOA,UOS,0.335291544581977,0.30100807803772744,True
283,AOA,UMEE,0.23840356406325158,0.38417717265871876,True
284,AOA,VLX,0.5001499870375182,0.20487051584437577,True
285,AOA,VITE,0.48053310580172676,0.2141786836039432,True
286,AOA,WAN,0.5009054491359388,0.20452143445999071,True
287,AOA,WAVES,0.3490527072583905,0.29114671397908454,True
288,AOA,ZIL,0.31433738440585957,0.3168441438132711,True
289,AOA,BNB,0.4044460729539905,0.2552525106782957,True
290,AVAX,BFC,0.676177231073806,0.13897189781611663,True
291,AVAX,BTC,0.779778909664764,0.11130939571521448,True
292,AVAX,BTT,0.7154267442797579,0.12770690817424146,True
293,AVAX,STX,0.5984774432752424,0.16460355538254623,True
294,AVAX,CRBN,0.3609530498495846,0.28294026839309006,True
295,AVAX,ADA,0.8173744950873459,0.10278280912698601,True
296,AVAX,CELO,0.6987955377784699,0.13235474614411147,True
297,AVAX,CFX,0.5051354468189012,0.20257936340334826,True
298,AVAX,CMCX,0.16969692294657707,0.4635318239202165,True
299,AVAX,COTI,0.7648516630123416,0.1149010887722276,True
300,AVAX,ITAMCUBE,0.0860873662457761,0.6022966745203259,True
301,AVAX,DFI,0.6968003473143416,0.13292449764443415,True
302,AVAX,EGLD,0.7467152274684238,0.11943248378140969,True
303,AVAX,EOS,0.7113188679684797,0.12883829244520706,True
304,AVAX,ETH,0.8203312573735478,0.10214231095025639,True
305,AVAX,EVER,0.20971764742829957,0.414694919137753,True
306,AVAX,FTM,0.8094874376432417,0.10451224126195835,True
307,AVAX,FLOW,0.7481340200690134,0.11907118829624963,True
308,AVAX,FSN,0.5192257764815771,0.19626024844454737,True
309,AVAX,GNO,0.7577243665874088,0.11665950605118469,True
310,AVAX,GO,0.6835721365747497,0.13676982023945805,True
311,AVAX,ONE,0.837911769301626,0.09842026834322759,True
312,AVAX,HBAR,0.7943569960825324,0.10791706123740463,True
313,AVAX,ICX,0.787975057694155,0.10938839274637857,True
314,AVAX,IOTX,0.8066998862383428,0.10513084506959602,True
315,AVAX,KAR,0.6675659637365117,0.14158486730076214,True
316,AVAX,KAVA,0.6710006651739645,0.14053630264910744,True
317,AVAX,KLAY,0.6521881363873641,0.1463851720461472,True
318,AVAX,KCS,0.7344856605630814,0.1225959461963475,True
319,AVAX,KUJI,0.118601462617049,0.5404689325186892,True
320,AVAX,KSM,0.7926660518024984,0.10830483937432378,True
321,AVAX,TAU,0.2730429353757585,0.3513186389553532,True
322,AVAX,MATIC,0.8114594289565266,0.10407695816107132,True
323,AVAX,MTS,0.04656761517050803,0.7017891477823077,True
324,AVAX,XIN,0.6909725913686138,0.13460394179672375,True
325,AVAX,GLMR,0.7306685960125451,0.12360165322585681,True
326,AVAX,MOVR,0.764154147007528,0.1150719193197276,True
327,AVAX,MTV,0.6661827115916974,0.14200955714911845,True
328,AVAX,NEAR,0.8451415793482898,0.09693149932115619,True
329,AVAX,NEO,0.7484927929894544,0.11898001249041712,True
330,AVAX,NULS,0.5978041845813262,0.16484723220059172,True
331,AVAX,ROSE,0.7581870244743867,0.11654449180930226,True
332,AVAX,ONT,0.8117916509634633,0.10400381546154291,True
333,AVAX,OSMO,0.6663761318329132,0.14195008940416232,True
334,AVAX,XPRT,0.38363601285371485,0.26806959378766293,True
335,AVAX,POLIS,0.08719934769713203,0.5999524302443648,True
336,AVAX,DOT,0.845553776529465,0.09684733957133218,True
337,AVAX,XPR,0.6214835316731373,0.15651133331030642,True
338,AVAX,RON,0.711462548428393,0.1287985382554575,True
339,AVAX,RBTC,0.7633858637189719,0.11526039594935256,True
340,AVAX,SCRT,0.6723253719236923,0.14013414932798673,True
341,AVAX,EROWAN,0.25621034066696635,0.3667889201191866,True
342,AVAX,SOL,0.8060279134979235,0.10528054779034046,True
343,AVAX,XOR,0.26769596889437186,0.35613649676058234,True
344,AVAX,FIS,0.5575006191576621,0.18019201811480579,True
345,AVAX,STARS,0.6885390217788544,0.13531203873755404,True
346,AVAX,XLM,0.7922577708379284,0.10839869102590571,True
347,AVAX,STEP,0.2324421851105008,0.39025229849745013,True
348,AVAX,TLOS,0.6353081688257877,0.15186002806448096,True
349,AVAX,XTZ,0.7938131584228808,0.1080416161471891,True
350,AVAX,RUNE,0.8504657977398018,0.09585035318024127,True
351,AVAX,TRX,0.5410828396113492,0.18689537356876196,True
352,AVAX,UOS,0.6612505244109457,0.143535183639098,True
353,AVAX,UMEE,0.46803861265565516,0.22036110268899278,True
354,AVAX,VLX,0.4951096131235158,0.20721707926252053,True
355,AVAX,VITE,0.6567445628037404,0.14494459875536803,True
356,AVAX,WAN,0.6487108779062212,0.14749507516405402,True
357,AVAX,WAVES,0.6081751795576477,0.16113744845820221,True
358,AVAX,ZIL,0.6070778485682122,0.1615255717632198,True
359,AVAX,BNB,0.8028810486837846,0.10598462867353853,True
360,BFC,BTC,0.67501482337691,0.13932153223612587,True
361,BFC,BTT,0.6308902039775,0.15332973119315518,True
362,BFC,STX,0.5525636416519942,0.18217894824689107,True
363,BFC,CRBN,0.302462112355456,0.3262907208261431,True
364,BFC,ADA,0.6767465100608291,0.13880101537395773,True
365,BFC,CELO,0.6118980280185373,0.1598283396334873,True
366,BFC,CFX,0.4514896692109104,0.22887105733907165,True
367,BFC,CMCX,0.25206132264817027,0.3707427364144801,True
368,BFC,COTI,0.669844097844855,0.14088843909438253,True
369,BFC,ITAMCUBE,0.10100129995187751,0.572323490914952,True
370,BFC,DFI,0.5992723086829411,0.16431637797433518,True
371,BFC,EGLD,0.5697009898587351,0.1753851427955293,True
372,BFC,EOS,0.596301961161834,0.16539238321467364,True
373,BFC,ETH,0.6676281011861301,0.14156582217578595,True
374,BFC,EVER,0.16061540537104688,0.47583956161563956,True
375,BFC,FTM,0.6374806949196328,0.15114297864969473,True
376,BFC,FLOW,0.6442127267672514,0.1489445089376804,True
377,BFC,FSN,0.4692807524434718,0.21973732367967735,True
378,BFC,GNO,0.6191186811086992,0.15732256901129182,True
379,BFC,GO,0.6726201124217018,0.1400448426030937,True
380,BFC,ONE,0.6419832614324789,0.1496686783830944,True
381,BFC,HBAR,0.6458501700379025,0.14841508165395845,True
382,BFC,ICX,0.6870375378653242,0.13575093952422446,True
383,BFC,IOTX,0.6996613531794016,0.1321083241960993,True
384,BFC,KAR,0.5673658812860697,0.17629395433922068,True
385,BFC,KAVA,0.6604253202514855,0.14379217620892115,True
386,BFC,KLAY,0.5699619333874394,0.17528391042540692,True
387,BFC,KCS,0.6478298249495265,0.14777775622286793,True
388,BFC,KUJI,0.04533857267761589,0.7055726413822294,True
389,BFC,KSM,0.6227183634633799,0.15608956875650626,True
390,BFC,TAU,0.18212504758537304,0.4474761792836315,True
391,BFC,MATIC,0.6939204525471533,0.13375157306181085,True
392,BFC,MTS,0.02597638195156639,0.7749971344456115,True
393,BFC,XIN,0.6449944131130995,0.14869151238837097,True
394,BFC,GLMR,0.606160830477141,0.161850711081844,True
395,BFC,MOVR,0.615547036966728,0.15855657520168231,True
396,BFC,MTV,0.5703636830925889,0.1751281801733836,True
397,BFC,NEAR,0.6322448772607626,0.15287742575943608,True
398,BFC,NEO,0.63026373302069,0.1535393973051823,True
399,BFC,NULS,0.5383547967814362,0.18803619127981608,True
400,BFC,ROSE,0.638716377272019,0.1507367943158049,True
401,BFC,ONT,0.6857768433530206,0.13612064701651383,True
402,BFC,OSMO,0.5584428776453771,0.1798155656235002,True
403,BFC,XPRT,0.4088244286816564,0.2526502762607654,True
404,BFC,POLIS,-0.002493531499297551,0.9294688136622492,False
405,BFC,DOT,0.672248163941843,0.14015755367576355,True
406,BFC,XPR,0.5361581561105306,0.18896049545044902,True
407,BFC,RON,0.6147710943244727,0.15882607219220501,True
408,BFC,RBTC,0.675043859264089,0.13931278705276517,True
409,BFC,SCRT,0.606274583619361,0.1618103393339353,True
410,BFC,EROWAN,0.2757277335861397,0.34893217686317524,True
411,BFC,SOL,0.6400811378339348,0.1502895701624023,True
412,BFC,XOR,0.2779606586325673,0.3469637085732078,True
413,BFC,FIS,0.5437775176914497,0.18577615908354284,True
414,BFC,STARS,0.5713125002864962,0.1747610028690033,True
415,BFC,XLM,0.6425996362777505,0.1494680842294409,True
416,BFC,STEP,0.24311300262772167,0.3794702354439834,True
417,BFC,TLOS,0.6413328386994744,0.14988067288872153,True
418,BFC,XTZ,0.6132433040623579,0.15935817507189542,True
419,BFC,RUNE,0.6602331297581633,0.14385210192512965,True
420,BFC,TRX,0.4479838718361979,0.23072265241803414,True
421,BFC,UOS,0.6340156331151313,0.15228840344875172,True
422,BFC,UMEE,0.38451919102946,0.2675100847994546,True
423,BFC,VLX,0.5426245073463768,0.18625412680665998,True
424,BFC,VITE,0.5865754405136789,0.168970849495218,True
425,BFC,WAN,0.5700443066002083,0.17525196749846494,True
426,BFC,WAVES,0.4985818141653036,0.2055973094154594,True
427,BFC,ZIL,0.48852307730798816,0.21033003650533044,True
428,BFC,BNB,0.706912147651291,0.13006401970904213,True
429,BTC,BTT,0.7491583027177598,0.11881108301325316,True
430,BTC,STX,0.622213100747844,0.15626199303561417,True
431,BTC,CRBN,0.37704863628232255,0.27228789880529103,True
432,BTC,ADA,0.7957318298732959,0.10760286438906053,True
433,BTC,CELO,0.6971240166610799,0.13283188979234706,True
434,BTC,CFX,0.5205031841222125,0.19569853619204491,True
435,BTC,CMCX,0.13747736409764935,0.509700613098675,True
436,BTC,COTI,0.728540130086425,0.12416630293632425,True
437,BTC,ITAMCUBE,0.0785821059007355,0.6186389084445022,True
438,BTC,DFI,0.822424118106874,0.1016915103005841,True
439,BTC,EGLD,0.6510867417485118,0.14673573433406362,True
440,BTC,EOS,0.7066463777207401,0.13013834496954668,True
441,BTC,ETH,0.8954059916930447,0.08721560914314441,True
442,BTC,EVER,0.26078442289526577,0.362495935831446,True
443,BTC,FTM,0.6964807164152715,0.133016018588354,True
444,BTC,FLOW,0.7615198528626619,0.11571954481763191,True
445,BTC,FSN,0.44324294072030995,0.23325453006053165,True
446,BTC,GNO,0.8460356027082216,0.09674906126079796,True
447,BTC,GO,0.6558312680493167,0.14523210372002782,True
448,BTC,ONE,0.7512036785048845,0.11829350248251724,True
449,BTC,HBAR,0.7683891175045304,0.11403888390252848,True
450,BTC,ICX,0.7521808410078341,0.11804708555587662,True
451,BTC,IOTX,0.7302626770817823,0.1237091239083592,True
452,BTC,KAR,0.5677291446328342,0.17615222933801122,True
453,BTC,KAVA,0.6436200479084454,0.14913664635218504,True
